driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,Xin,Yin,Xout,Yout
-709.1625924,-56.33752572,0.020208883,-563.3364119,64.6952389,-558.138083,73.23791859
-709.1450545,-56.4864499,0.020211729,-563.4277249,64.75045485,-558.2519046,73.30679078
-709.1268158,-56.63530768,0.020214268,-563.5251098,64.80919611,-558.3598177,73.37189184
-709.1083265,-56.78413533,0.02021589,-563.6151555,64.86312292,-558.4754298,73.44118913
-709.0892839,-56.93287794,0.020214989,-563.7143243,64.92242303,-558.5820337,73.50493979
-709.0697921,-57.08157969,0.020213471,-563.8031048,64.97508036,-558.6994285,73.57464361
-709.0499978,-57.23022626,0.020211533,-563.9040511,65.03492024,-558.8047252,73.63706393
-709.0295046,-57.37879585,0.02020988,-563.9915685,65.0863274,-558.9238953,73.70715611
-709.0087613,-57.52733147,0.020208297,-564.0942855,65.14668812,-559.027887,73.76826601
-708.9874654,-57.6757736,0.020206846,-564.1805421,65.19686421,-559.1488247,73.83872862
-708.9657221,-57.8241681,0.020205123,-564.2841402,65.2571841,-559.2524229,73.89904853
-708.9436763,-57.97250278,0.020203214,-564.3709191,65.30720911,-559.3733133,73.96884499
-708.920934,-58.12074993,0.020201333,-564.4738699,65.36658123,-559.4780603,74.02925324
-708.8979422,-58.26895931,0.020199534,-564.5624312,65.41719724,-559.5976198,74.09767231
-708.8743987,-58.4170668,0.020197963,-564.6640979,65.47526921,-559.704147,74.15852246
-708.8504095,-58.56511991,0.020196598,-564.7544331,65.52645602,-559.8223799,74.22558533
-708.8261182,-58.71310858,0.020195374,-564.8548173,65.5832468,-559.9306802,74.2868595
-708.8011326,-58.86099922,0.020194644,-564.9469157,65.63498309,-560.0475932,74.35258824
-708.7758982,-59.00884828,0.020194054,-565.0460174,65.69051019,-560.1576619,74.4142697
-708.7501133,-59.15658708,0.020193754,-565.1398731,65.74277779,-560.2732566,74.47868318
-708.7238841,-59.30426475,0.020193636,-565.2376931,65.79705886,-560.3850879,74.54075505
-708.6973533,-59.45187336,0.020193644,-565.3333006,65.84983986,-560.4993659,74.60387186
-708.6701304,-59.59937345,0.020193917,-565.4298391,65.90289222,-560.6129546,74.66631753
-708.6426593,-59.74682817,0.020194254,-565.5271756,65.95615895,-560.7259353,74.72816511
-708.614639,-59.89416421,0.020194718,-565.622411,66.00798633,-560.8412993,74.79097961
-708.5861757,-60.04143241,0.020195335,-565.7214603,66.06171426,-560.9529961,74.85158056
-708.5574115,-60.18862691,0.020196057,-565.8153531,66.11230961,-561.0701723,74.91476716
-708.5279572,-60.3357024,0.020197065,-565.9161262,66.16648831,-561.1805724,74.97412876
-708.4982553,-60.48272873,0.02019819,-566.0086597,66.2158571,-561.2995753,75.037678
-708.4680055,-60.62962796,0.020199588,-566.1111709,66.2704778,-561.4086624,75.09580581
-708.4373141,-60.77645265,0.020201375,-566.2023383,66.31863134,-561.5294961,75.1597029
-708.4063225,-60.92319897,0.020203432,-566.3066098,66.37368992,-561.6372455,75.21659878
-708.3746427,-61.06981581,0.020205895,-566.396507,66.42069692,-561.7598083,75.28077736
-708.3427159,-61.21637967,0.020208471,-566.5025285,66.47617453,-561.8662259,75.33646222
-708.3102428,-61.36280802,0.020211277,-566.5912419,66.52209917,-561.9904238,75.40086444
-708.2773291,-61.50915508,0.020213886,-566.6976987,66.57726316,-562.0968806,75.45602845
-708.2441161,-61.65541911,0.020216358,-566.7878583,66.62352007,-562.2200131,75.51929383
-708.2102166,-61.80154313,0.020215566,-566.893217,66.67758044,-562.3280116,75.57470918
-708.1760708,-61.94761036,0.020214218,-566.9851893,66.72435359,-562.4497297,75.6366825
-708.1413804,-62.09353372,0.020212045,-567.0892659,66.77723385,-562.5594471,75.6924311
-708.1062509,-62.23936907,0.020210053,-567.1829409,66.82445242,-562.6798571,75.75318338
-708.0708233,-62.38511686,0.020208187,-567.2857247,66.87616246,-562.7912998,75.80925516
-708.0347118,-62.53071424,0.020206528,-567.3810748,66.92379792,-562.9104266,75.86881355
-707.9983549,-62.67625108,0.02020483,-567.4825514,66.97434462,-563.0236059,75.92519957
-707.961456,-62.82163591,0.020202974,-567.5795819,67.02238512,-563.1414416,75.98357422
-707.9241194,-62.96692602,0.020201184,-567.6797433,67.07177857,-563.2563624,76.04026234
-707.8864863,-63.11212414,0.020199442,-567.77847,67.12021773,-563.3728885,76.09745849
-707.8481718,-63.25716146,0.020197984,-567.8773184,67.16847368,-563.4895451,76.15443191
-707.809613,-63.40213452,0.020196637,-567.9777651,67.2173097,-563.6047343,76.21045165
-707.7705148,-63.54694749,0.020195538,-568.0753269,67.26445705,-563.7230952,76.26768305
-707.7309805,-63.69165904,0.020194713,-568.1774882,67.31367444,-563.836949,76.32254333
-707.6911512,-63.83627421,0.020194079,-568.2737734,67.35973372,-563.9569991,76.38001419
-707.6506432,-63.98071819,0.020193783,-568.3776395,67.4093152,-564.0695232,76.43373398
-707.6098919,-64.1250942,0.020193596,-568.4726535,67.45430455,-564.1912522,76.49142816
-707.5686038,-64.26930207,0.020193637,-568.578213,67.5042324,-564.3024538,76.54402678
-707.5268812,-64.41340178,0.020193852,-568.6719546,67.54816626,-564.4258581,76.60193147
-707.4848652,-64.55740076,0.020194186,-568.7791983,67.59842379,-564.5357425,76.65342694
-707.4421729,-64.70121813,0.020194721,-568.8716618,67.64131413,-564.6608233,76.71153127
-707.3992384,-64.84496382,0.020195342,-568.9804351,67.69181201,-564.7695965,76.76202914
-707.3557699,-64.98853332,0.020196167,-569.0719424,67.73382716,-564.8959723,76.82015058
-707.3118682,-65.13198795,0.020197174,-569.1807408,67.78382467,-565.0051144,76.87030605
-707.267675,-65.27533746,0.020198307,-569.2739431,67.82622688,-565.1301505,76.92726985
-707.2228078,-65.41849496,0.020199761,-569.3814424,67.87512451,-565.2409812,76.97768354
-707.1776994,-65.56157705,0.020201383,-569.4763351,67.9178991,-565.3646784,77.03350543
-707.1320599,-65.70447493,0.020203408,-569.5825385,67.96571311,-565.4771902,77.0841623
-707.0859885,-65.84725117,0.020205671,-569.6791161,68.00884506,-565.5995504,77.1388584
-707.0396274,-65.98991796,0.020208096,-569.7840269,68.05559177,-565.7137353,77.18974345
-706.9925947,-66.13238226,0.020210808,-569.8822822,68.09906552,-565.8347621,77.24333043
-706.9453218,-66.27476743,0.020213458,-569.9859039,68.14476107,-565.9506123,77.29442888
-706.8975207,-66.41696036,0.020215862,-570.0858299,68.18856129,-566.0703091,77.34692319
-706.8492889,-66.55902484,0.020216128,-570.1881662,68.23322165,-566.1878165,77.39822041
-706.8007693,-66.70097556,0.020214921,-570.2897558,68.2773333,-566.3061868,77.44963825
-706.7515806,-66.84271334,0.020212627,-570.3908107,68.3209745,-566.4253428,77.50111966
-706.7021529,-66.98436831,0.020210325,-570.4940565,68.36538257,-566.5423904,77.55147723
-706.6522005,-67.12582325,0.020208252,-570.5938341,68.40802041,-566.6631868,77.60312845
-706.6018191,-67.26714303,0.020206333,-570.6987285,68.45270997,-566.7789157,77.6524419
-706.5511524,-67.40834495,0.020204521,-570.7972327,68.49436004,-566.901344,77.7042488
-706.4998196,-67.54932366,0.020202718,-570.9037698,68.53931712,-567.0157567,77.7525334
-706.4482492,-67.69021593,0.020200966,-571.0010108,68.57999762,-567.1398023,77.80447965
-706.3961581,-67.8309006,0.020199359,-571.1091844,68.62520859,-567.2529013,77.85175074
-706.3436396,-67.97144336,0.020197934,-571.205186,68.66494364,-567.3785356,77.90381513
-706.2908383,-68.11186427,0.020196635,-571.3149833,68.71039268,-567.4903297,77.95009097
-706.237374,-68.25205167,0.020195636,-571.409758,68.74920139,-567.6175354,78.0022575
-706.1836735,-68.39214903,0.020194765,-571.5207494,68.7946895,-567.7285267,78.0477456
-706.1294563,-68.53203128,0.020194187,-571.6151717,68.83295475,-567.8563478,78.09962853
-706.0748134,-68.67176486,0.020193814,-571.7258834,68.87784999,-567.9679585,78.1448884
-706.0198902,-68.81137264,0.020193579,-571.821944,68.91640846,-568.0944477,78.19572801
-705.9643072,-68.95073657,0.020193631,-571.9313776,68.96031554,-568.2076718,78.2411568
-705.9084893,-69.09000688,0.020193785,-572.0290383,68.99914004,-568.3328642,78.29098038
-705.8521587,-69.22905459,0.020194161,-572.1371926,69.042071,-568.4476994,78.33656615
-705.795404,-69.36794684,0.020194697,-572.2364486,69.08114815,-568.5715969,78.38538707
-705.7383718,-69.50670936,0.020195341,-572.3433224,69.12311497,-568.688041,78.43111785
-705.6806826,-69.64521768,0.020196257,-572.4441734,69.1624332,-568.8106411,78.47894775
-705.6227599,-69.78362879,0.020197275,-572.5497668,69.20344837,-568.9286903,78.52481118
-705.5643287,-69.92180983,0.02019852,-572.6522325,69.24300464,-569.0499701,78.57165436
-705.5054749,-70.0598286,0.020199959,-572.7565634,69.2830884,-569.1696023,78.6176323
-705.4463462,-70.19771373,0.020201528,-572.8606483,69.32287427,-569.2895537,78.6634997
-705.3865635,-70.33533428,0.020203475,-572.9637393,69.36204916,-569.4107415,78.70957324
-705.3265488,-70.47285402,0.020205543,-573.0694283,69.40204911,-569.5293757,78.7544834
-705.2660296,-70.61013626,0.020207866,-573.1712913,69.4403332,-569.6521023,78.80063815
-705.2050893,-70.74724934,0.020210375,-573.278567,69.48053104,-569.769433,78.8446102
-705.1438769,-70.88422493,0.020213008,-573.3792094,69.51794026,-569.8936865,78.89083363
-705.0820134,-71.02092548,0.020215342,-573.4880482,69.55831764,-570.0097332,78.93388826
-705.0199193,-71.15752162,0.020216684,-573.5874491,69.59485615,-570.1355306,78.98017763
-704.9573249,-71.29387286,0.020215346,-573.6978415,69.63539944,-570.2502998,79.02232953
-704.8943111,-71.43004808,0.020213274,-573.7959911,69.67107531,-570.3776474,79.06867747
-704.831028,-71.56608207,0.020210712,-573.9079324,69.71177254,-570.4911409,79.10993916
-704.7670973,-71.70183073,0.020208437,-574.0048324,69.74659793,-570.6200336,79.1563342
-704.7029376,-71.83747148,0.02020626,-574.11773,69.78720857,-570.7329311,79.19694483
-704.6382827,-71.97286038,0.0202043,-574.2146051,69.82165043,-570.8620504,79.24292299
-704.5732103,-72.1080665,0.020202464,-574.327021,69.86163663,-570.9757214,79.28335573
-704.5078719,-72.24312788,0.020200713,-574.425478,69.89628716,-571.1035223,79.32839248
-704.4418896,-72.37789375,0.020199212,-574.5366348,69.93538195,-571.2187401,79.36891653
-704.3756802,-72.51254827,0.020197813,-574.6366672,69.97022907,-571.3452257,79.41302597
-704.3089805,-72.64694408,0.020196639,-574.7465728,70.00844774,-571.4619784,79.45362852
-704.2418654,-72.78115031,0.020195654,-574.8481696,70.04347796,-571.5871564,79.4968262
-704.1744876,-72.91520837,0.020194793,-574.9568317,70.08083554,-571.7054324,79.53749471
-704.1064696,-73.04896071,0.020194246,-575.0599889,70.11603815,-571.8293033,79.57979376
-704.0382263,-73.18259828,0.020193806,-575.1674193,70.15255119,-571.9490864,79.62051471
-703.9694977,-73.31597034,0.020193599,-575.2721341,70.18791628,-572.0716498,79.66192809
-703.9003557,-73.44914597,0.020193578,-575.378351,70.22360368,-572.1929174,79.70268659
-703.8309543,-73.58217005,0.02019368,-575.4846077,70.25911738,-572.3141852,79.74323151
-703.7609165,-73.71487816,0.020194073,-575.5896248,70.29399622,-572.4369193,79.78401454
-703.690655,-73.84746807,0.020194574,-575.6974058,70.32964425,-572.5569055,79.82370861
-703.6199134,-73.97978571,0.020195311,-575.8012347,70.36373059,-572.68109,79.86450409
-703.5487603,-74.11190005,0.02019624,-575.9105096,70.39949445,-572.7998215,79.90336839
-703.4773512,-74.24385948,0.020197292,-576.0131297,70.43279234,-572.9254737,79.94417396
-703.4053094,-74.37549267,0.020198635,-576.1238812,70.46865729,-573.0429647,79.98222411
-703.3330457,-74.50700421,0.020200078,-576.2252636,70.50116723,-573.1701106,80.02303891
-703.260307,-74.63823676,0.020201736,-576.3374908,70.53712332,-573.2863598,80.06028452
-703.1871587,-74.76925909,0.020203541,-576.4376322,70.56885422,-573.4149998,80.10109916
-703.1137577,-74.90012318,0.020205439,-576.5513352,70.60489179,-573.5300048,80.1375495
-703.0397277,-75.03065071,0.020207603,-576.6502414,70.63585567,-573.6601302,80.17835193
-702.9654776,-75.16105315,0.020209869,-576.7647582,70.67173917,-573.774647,80.21423543
-702.8907576,-75.29116991,0.02021236,-576.8638586,70.70241161,-573.9047282,80.25456043
-702.8156299,-75.42106948,0.020214666,-576.9777987,70.73769041,-574.020068,80.29027273
-702.7402531,-75.55080754,0.020216855,-577.0784564,70.76851018,-574.148814,80.32974416
-702.6642508,-75.68019865,0.020215622,-577.1911768,70.80299556,-574.2656153,80.36547901
-702.5880303,-75.80946127,0.020213834,-577.293372,70.83394862,-574.3930421,80.4041151
-702.5113454,-75.93843172,0.020211142,-577.404889,70.86765808,-574.5112841,80.43986007
-702.434255,-76.06717812,0.020208636,-577.5085899,70.89872678,-574.6374202,80.47768207
-702.3569191,-76.19575998,0.02020625,-577.6189152,70.93167567,-574.7570872,80.51342609
-702.2789624,-76.32398488,0.020204167,-577.724061,70.96283308,-574.8819902,80.55046228
-702.2007895,-76.45207804,0.020202208,-577.8331823,70.9950277,-575.0030914,80.58619997
-702.122158,-76.57987293,0.020200524,-577.9397579,71.02626048,-575.1267739,80.62246394
-702.0431236,-76.70743699,0.020199046,-578.0476695,71.05770862,-575.2493122,80.65818757
-701.9638475,-76.83483365,0.020197699,-578.155673,71.08900732,-575.371774,80.6936888
-701.8839551,-76.96186333,0.020196645,-578.2623746,71.11971834,-575.4957469,80.72938905
-701.8038487,-77.08875802,0.020195692,-578.3718119,71.15107608,-575.6169797,80.76413487
-701.7232896,-77.21534844,0.020194958,-578.4773168,71.18106372,-575.7423709,80.79979913
-701.6423301,-77.34170116,0.020194394,-578.588196,71.21247475,-575.8623641,80.83379694
-701.5611326,-77.4678837,0.020193937,-578.6925412,71.24176043,-575.9891328,80.86940721
-701.4793234,-77.59368919,0.020193761,-578.8048495,71.27321379,-576.1078963,80.90267086
-701.3973023,-77.71935646,0.020193687,-578.9080512,71.30181271,-576.2360225,80.9382157
-701.3148344,-77.84471348,0.020193834,-579.0217731,71.33329707,-576.3535686,80.97075963
-701.2319685,-77.96982593,0.02019418,-579.1238433,71.36122298,-576.4830369,81.00622902
-701.1488685,-78.09476543,0.020194649,-579.2389632,71.39272715,-576.5993781,81.03806749
-701.0651614,-78.21931779,0.020195486,-579.3399049,71.41999098,-576.7301816,81.07345382
-700.9812444,-78.34372871,0.02019644,-579.4557785,71.45131633,-576.8460553,81.10477917
-700.8968865,-78.46782342,0.020197637,-579.5568953,71.47829546,-576.9767912,81.13971682
-700.8121332,-78.59166666,0.020199026,-579.6721969,71.50906972,-577.0934404,81.17085087
-700.7271495,-78.7153342,0.020200533,-579.774744,71.53611375,-577.22293,81.20504573
-700.6415633,-78.83860448,0.020202295,-579.8888651,71.56618271,-577.3409599,81.23614544
-700.5557692,-78.96173006,0.020204082,-579.9928301,71.59328083,-577.469213,81.26961053
-700.4695402,-79.08453353,0.020205901,-580.1057792,71.62265677,-577.5886118,81.30066629
-700.3829182,-79.20707856,0.020207847,-580.2111405,71.64979569,-577.7156474,81.33341661
-700.2960697,-79.32944522,0.020209869,-580.3229218,71.67848929,-577.8364078,81.36441973
-700.2086232,-79.45140441,0.020212187,-580.4296641,71.70565747,-577.9622386,81.39646813
-700.120971,-79.57321569,0.020214438,-580.54028,71.73367858,-578.0843554,81.42741029
-700.0328899,-79.69469902,0.020216484,-580.6483961,71.76086664,-578.2089861,81.45876738
-699.9444182,-79.81591689,0.020216278,-580.7578511,71.78822552,-578.332452,81.48963981
-699.8557239,-79.9369538,0.020214705,-580.8673353,71.81542458,-578.4558861,81.52031576
-699.7664365,-80.05757318,0.020211903,-580.9756353,71.84213183,-578.5806922,81.55110949
-699.6769457,-80.1780415,0.020209133,-581.0864864,71.86933443,-578.7029285,81.58111344
-699.5870323,-80.29817645,0.020206581,-581.193647,71.89540326,-578.8290561,81.61181772
-699.4967315,-80.4180392,0.020204243,-581.3058565,71.92260046,-578.9501006,81.64116074
-699.4062121,-80.53771871,0.020202033,-581.41189,71.94804325,-579.0775343,81.67176597
-699.3151052,-80.65697099,0.020200323,-581.5254463,71.97522557,-579.1973959,81.70045982
-699.2237973,-80.77606922,0.020198751,-581.6303616,72.00005368,-579.3261237,81.73095743
-699.1320734,-80.89482889,0.020197458,-581.7452536,72.02721192,-579.4448112,81.75901365
-699.0399651,-81.0133096,0.020196358,-581.8490617,72.05143709,-579.5748191,81.78939481
-698.9476425,-81.13160489,0.020195375,-581.9652776,72.07856215,-579.6923415,81.8168249
-698.8547378,-81.24946318,0.020194675,-582.0679954,72.1021975,-579.8236093,81.84707979
-698.7616345,-81.36716441,0.020194054,-582.1849891,72.12914282,-579.9406029,81.8740251
-698.6681217,-81.48452194,0.02019359,-582.287736,72.15246804,-580.0719157,81.90388539
-698.5742277,-81.6015937,0.020193299,-582.4042388,72.17892659,-580.1895667,81.93060477
-698.4801234,-81.7184779,0.020193109,-582.5083533,72.20226207,-580.3196625,81.95980443
-698.3854425,-81.8349153,0.020193217,-582.6237169,72.22809408,-580.4386162,81.98644103
-698.2905656,-81.95119265,0.020193434,-582.7291729,72.25142728,-580.5675187,82.01499481
-698.1952855,-82.06712121,0.020193882,-582.8434051,72.27664352,-580.6877645,82.04154052
-698.0996274,-82.18275716,0.020194612,-582.9501713,72.2999605,-580.8155025,82.06946352
-698.0037632,-82.29820344,0.020195506,-583.0632723,72.32456926,-580.9370375,82.09591132
-697.9073279,-82.41319309,0.020196754,-583.1713408,72.3478614,-581.0636171,82.1232131
-697.8106989,-82.52801968,0.020198106,-583.2833132,72.37187134,-581.1864361,82.14955545
-697.7136733,-82.64249243,0.020199675,-583.3926789,72.39513073,-581.3118603,82.17624487
-697.6162728,-82.75666567,0.020201396,-583.5035264,72.41855067,-581.4359573,82.20247412
-697.5186702,-82.87064716,0.020203205,-583.6141922,72.44177139,-581.5602209,82.22855848
-697.4205021,-82.98416214,0.020204866,-583.723928,72.46461253,-581.6855799,82.25466549
-697.3221427,-83.09751105,0.020206557,-583.8358928,72.48778814,-581.8086819,82.28015333
-697.2233932,-83.21050109,0.020208332,-583.9445354,72.51006305,-581.9352816,82.30612854
-697.124272,-83.32318471,0.020210304,-584.0577875,72.53318522,-582.0572316,82.33103069
-697.0249528,-83.43567457,0.020212388,-584.1653472,72.55490457,-582.1850587,82.3568665
-696.9250737,-83.54768804,0.020214249,-584.279874,72.57796497,-582.3058668,82.38119381
-696.8250058,-83.65953245,0.020215089,-584.3863597,72.59913899,-582.4349097,82.40688302
-696.7245544,-83.7710131,0.020213598,-584.5021473,72.62212914,-582.5545873,82.43064637
-696.6237346,-83.88218048,0.020211338,-584.6075576,72.64276552,-582.6848449,82.45618368
-696.522721,-83.99315225,0.020208641,-584.7245956,72.66567757,-582.8034003,82.47939289
-696.4211537,-84.10363808,0.02020624,-584.8289305,72.68578406,-582.93487,82.50477256
-696.3194003,-84.21395208,0.020203957,-584.9468334,72.70852728,-583.052773,82.52751578
-696.2172704,-84.32389793,0.020201923,-585.0508914,72.7282749,-583.1845672,82.55257305
-696.1147758,-84.43352394,0.020200294,-585.168446,72.75059645,-583.3029528,82.57505243
-696.0120918,-84.54295274,0.020198893,-585.2737821,72.77030023,-583.4335904,82.59952677
-695.9088605,-84.65188627,0.020197924,-585.3902307,72.79206212,-583.5532136,82.62188247
-695.8054458,-84.76064521,0.020197062,-585.4968502,72.81171728,-583.6826871,82.64578114
-695.7016616,-84.86903173,0.020196414,-585.6122029,72.83292982,-583.8035352,82.66800587
-695.5975165,-84.97709172,0.020195953,-585.7200985,72.85252939,-583.9318497,82.69133858
-695.4931863,-85.08495296,0.020195595,-585.8343667,72.87320311,-584.0539087,82.71342512
-695.3883152,-85.19230952,0.020195414,-585.9435254,72.89273925,-584.181075,82.73620249
-695.2832634,-85.29948874,0.020195317,-586.0567197,72.91288439,-584.3043315,82.75814394
-695.177849,-85.40629126,0.020195396,-586.1671224,72.93234812,-584.4303668,82.78037737
-695.0720775,-85.51276059,0.020195674,-586.2792485,72.95197365,-584.5548126,82.80216759
-694.9661251,-85.61902963,0.020196062,-586.3908666,72.97135415,-584.679743,82.82386937
-694.8596384,-85.72478457,0.020196786,-586.5019146,72.99046532,-584.8053858,82.84550413
-694.7529736,-85.83035943,0.020197689,-586.6147402,73.0097552,-584.9292176,82.86668238
-694.6459532,-85.93555338,0.020198969,-586.7247088,73.02835864,-585.0560566,82.88815579
-694.5385795,-86.0404074,0.020200514,-586.8387383,73.04755123,-585.1787916,82.90881774
-694.4310292,-86.14505965,0.020202204,-586.9476294,73.06565409,-585.3068229,82.93012336
-694.322951,-86.24918833,0.020204198,-587.0628648,73.0847439,-585.4284572,82.95027541
-694.2146974,-86.35313415,0.020206258,-587.1706999,73.1023571,-585.5576569,82.97140427
-694.106095,-86.45669483,0.020208448,-587.2871404,73.12133866,-585.6781899,82.99105387
-693.9971432,-86.55990881,0.020210315,-587.393966,73.13847804,-585.8085087,83.01199439
-693.888019,-86.66291955,0.020212006,-587.5115958,73.15734438,-585.9279539,83.03115207
-693.7783734,-86.76539721,0.020213666,-587.6174306,73.17402095,-586.0593707,83.05189772
-693.6685551,-86.86768927,0.020215424,-587.7360569,73.19273216,-586.177997,83.07060892
-693.5583951,-86.96959208,0.020217393,-587.8413005,73.20902152,-586.3100309,83.09108676
-693.4478896,-87.07114143,0.020219169,-587.9597683,73.22737345,-586.4289203,83.109504
-693.3372158,-87.17248619,0.020220842,-588.0662199,73.24357869,-586.5598408,83.12946874
-693.2260274,-87.27328843,0.020218671,-588.1836268,73.26143644,-586.6798933,83.14772925
-693.1146693,-87.37390242,0.020215971,-588.2912364,73.27754374,-586.8097487,83.16719462
-693.0029764,-87.47412334,0.020212266,-588.4075809,73.29491317,-586.930964,83.18529246
-692.8909424,-87.57398433,0.020208759,-588.5163454,73.31091613,-587.0597555,83.2042647
-692.7787445,-87.67363965,0.020205358,-588.6316261,73.32780303,-587.1821332,83.22219389
-692.6660395,-87.77274372,0.020202327,-588.7415477,73.34369605,-587.3098573,83.24067854
-692.5531677,-87.87165713,0.020199543,-588.8557647,73.36010655,-587.4333953,83.25843294
-692.4399687,-87.97017418,0.02019727,-588.9668707,73.37588829,-587.5600232,83.27643272
-692.3264331,-88.068325,0.020195324,-589.0800442,73.3918325,-587.684699,83.29400458
-692.2127381,-88.16626927,0.02019355,-589.1923421,73.40749932,-587.8102216,83.31152592
-692.0985435,-88.26365353,0.020192081,-589.3044966,73.42298853,-587.9360084,83.32890797
-691.9841852,-88.36084471,0.020190709,-589.4179715,73.43853397,-588.0604382,83.34596065
-691.8695069,-88.45763624,0.020189529,-589.5291205,73.45357768,-588.1873203,83.36314741
-691.7544967,-88.55405515,0.020188447,-589.6437555,73.46899516,-588.3106724,83.37974132
-691.6393313,-88.65026665,0.020187415,-589.7539084,73.48360206,-588.4386379,83.39672789
-691.523674,-88.74590934,0.020186621,-589.8696804,73.49888406,-588.5609334,83.41287322
-691.407856,-88.84135652,0.020185929,-589.9788223,73.51305868,-588.6899952,83.42965712
-691.2917252,-88.93640082,0.020185445,-590.0957207,73.52819896,-588.8112429,83.44536169
-691.1752672,-89.03106611,0.020185177,-590.2038456,73.54194674,-588.941405,83.46193886
-691.0586583,-89.12552314,0.020185019,-590.3218646,73.55693956,-589.0616091,83.47720952
-690.9415651,-89.21940259,0.020185293,-590.4289765,73.57026719,-589.1928657,83.4935746
-690.8243142,-89.31308412,0.020185688,-590.5481104,73.58510689,-589.3120302,83.50841813
-690.7067578,-89.40635952,0.020186326,-590.6542184,73.59802176,-589.4443701,83.52456533
-690.5888788,-89.49924952,0.020187169,-590.7734428,73.61255284,-589.5635945,83.53909641
-690.4708532,-89.59193044,0.020188116,-590.8806406,73.62533985,-589.6948456,83.55478546
-690.352351,-89.68402495,0.020189311,-590.9988528,73.6394315,-589.8151596,83.5691279
-690.2336941,-89.77591911,0.020190467,-591.1072047,73.65209437,-589.9453268,83.58436701
-690.1147389,-89.86740394,0.020191545,-591.2243942,73.66575225,-590.0667389,83.59851794
-689.9954657,-89.95849694,0.020192707,-591.3338895,73.67828515,-590.1958312,83.61331526
-689.8760503,-90.04938006,0.020193911,-591.4500652,73.69151716,-590.3183304,83.62726959
-689.7561659,-90.139668,0.020195423,-591.5606886,73.70391376,-590.4463613,83.64163355
-689.6361298,-90.2297532,0.020196969,-591.6758573,73.71672728,-590.5699389,83.65538638
-689.5158027,-90.31942591,0.020198584,-591.7875901,73.7289808,-590.6969255,83.66932539
-689.3951624,-90.40870044,0.020199421,-591.9017532,73.74138219,-590.8215781,83.68287211
-689.2743712,-90.49777155,0.020199871,-592.0145875,73.75348706,-590.9475268,83.69639314
-689.1531446,-90.58622437,0.020199992,-592.1277494,73.76548288,-591.0732484,83.70972884
-689.0317565,-90.67447935,0.020200216,-592.2416784,73.77743373,-591.1981642,83.72283861
-688.9100846,-90.76231888,0.020200644,-592.3538441,73.78903056,-591.3249479,83.73595836
-688.7881046,-90.84975403,0.02020131,-592.4688629,73.80082233,-591.4488345,83.7486634
-688.6659768,-90.93698349,0.020202095,-592.5800403,73.81202706,-591.5766705,83.76156218
-688.5434239,-91.02358954,0.02020351,-592.6961431,73.82365474,-591.699532,83.77386912
-688.4207115,-91.10999383,0.020205077,-592.8063426,73.83447458,-591.828408,83.7865419
-688.2977227,-91.1959798,0.020206942,-592.9235212,73.84593307,-591.9502512,83.79845766
-688.1744306,-91.28155517,0.020209016,-593.0327499,73.8563748,-592.0801584,83.81089987
-688.0509938,-91.36692258,0.020211194,-593.1509957,73.86765909,-592.2009903,83.82243129
-687.9271424,-91.4516614,0.020213641,-593.2592605,73.87772935,-592.3319199,83.83463849
-687.8031332,-91.5361945,0.020216105,-593.378565,73.8888345,-592.4517475,83.84579233
-687.678855,-91.62030639,0.020218599,-593.4858712,73.8985397,-592.5836925,83.85776024
-687.5542785,-91.70400144,0.020221226,-593.605497,73.90937628,-592.7033183,83.86859682
-687.4295602,-91.78748624,0.020223918,-593.7133384,73.91887422,-592.8347163,83.88020059
-687.3044378,-91.87033733,0.020226917,-593.8322323,73.92934272,-592.9551292,83.89080296
-687.1791596,-91.95297873,0.020230071,-593.9411589,73.93868591,-593.0854916,83.90201033
-687.0536196,-92.03519608,0.02023352,-594.0590622,73.94876896,-593.2069482,83.91239791
-686.9277864,-92.11699035,0.020237871,-594.1690665,73.95795246,-593.3362812,83.92321556
-686.8018145,-92.19857207,0.020242659,-594.2859857,73.96765664,-593.4587734,83.93338389
-686.6754488,-92.27951494,0.020248197,-594.3970636,73.97667593,-593.5870795,83.94381824
-686.5489292,-92.36024404,0.020253845,-594.5130069,73.98600798,-593.7105974,83.95376294
-686.4221551,-92.44054622,0.020259697,-594.6251514,73.99485847,-593.8378823,83.96382067
-686.2950927,-92.5204188,0.0202654,-594.7401274,74.00382515,-593.9624154,83.97353749
-686.1678948,-92.60007647,0.02027098,-594.853329,74.01250213,-594.0886871,83.98322541
-686.0403133,-92.67909003,0.020273068,-594.9673456,74.02111006,-594.2142259,83.99271026
-685.91258,-92.75788568,0.02027467,-595.0815932,74.02960874,-594.339494,84.00203516
-685.7845993,-92.83625169,0.020275367,-595.1946564,74.03786419,-594.4660309,84.01128411
-685.6563359,-92.91418185,0.020276273,-595.3099334,74.04617931,-594.5903106,84.02025285
-685.5279402,-92.99189487,0.020277258,-595.4220371,74.05408715,-594.71785,84.02926236
-685.3991715,-93.06895946,0.020277115,-595.5383361,74.06221393,-594.8411473,84.03788072
-685.2702535,-93.14580212,0.020273332,-595.6494791,74.06977923,-594.9696889,84.04664673
