time.TIME,Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering,driver_demands.throttle
0.38,7.46433E-05,14.93623981,-5.64273E-06,-3.40851E-06,-2.66996373,0,0,-1.57483E-05,4.38389E-05,9.253538571
0.39,7.35034E-05,14.93606094,-5.65903E-06,-3.39668E-06,-2.819334567,0,0,-1.59543E-05,4.11539E-05,9.300794679
0.4,7.23911E-05,14.9358337,-5.67329E-06,-3.38806E-06,-2.968703334,0,0,-1.61555E-05,3.87161E-05,9.344859929
0.41,7.13209E-05,14.93557701,-5.68549E-06,-3.38329E-06,-3.118069602,0,0,-1.63529E-05,3.65339E-05,9.386235603
0.42,7.03042E-05,14.93534069,-5.69565E-06,-3.38299E-06,-3.267432913,0,0,-1.65476E-05,3.46242E-05,9.424402297
0.43,6.93507E-05,14.93515788,-5.70383E-06,-3.38768E-06,-3.416793238,0,0,-1.67405E-05,3.30041E-05,9.45840004
0.44,6.84696E-05,14.93501965,-5.71019E-06,-3.39775E-06,-3.566151003,0,0,-1.69322E-05,3.16781E-05,9.487728486
0.45,6.76677E-05,14.93488928,-5.715E-06,-3.41337E-06,-3.715506725,0,0,-1.71233E-05,3.06344E-05,9.512756433
0.46,6.695E-05,14.9347377,-5.71847E-06,-3.43451E-06,-3.864860636,0,0,-1.73139E-05,2.98518E-05,9.534380559
0.47,6.63179E-05,14.93456636,-5.72086E-06,-3.46105E-06,-4.014212616,0,0,-1.7504E-05,2.93102E-05,9.553351313
0.48,6.57704E-05,14.93440045,-5.72231E-06,-3.49283E-06,-4.163562429,0,0,-1.76932E-05,2.89973E-05,9.569895169
0.49,6.53056E-05,14.93426306,-5.72296E-06,-3.52964E-06,-4.312910026,0,0,-1.78814E-05,2.89038E-05,9.58390647
0.5,6.49215E-05,14.93415532,-5.72302E-06,-3.57122E-06,-4.46225563,0,0,-1.80681E-05,2.90166E-05,9.595454739
0.51,6.4615E-05,14.93405843,-5.7227E-06,-3.61723E-06,-4.611599579,0,0,-1.82531E-05,2.93141E-05,9.605128959
0.52,6.43822E-05,14.93395222,-5.7221E-06,-3.66721E-06,-4.760942091,0,0,-1.84357E-05,2.97685E-05,9.613957703
0.53,6.42173E-05,14.93383204,-5.72125E-06,-3.72065E-06,-4.910283167,0,0,-1.86153E-05,3.03532E-05,9.622865349
0.54,6.41135E-05,14.93370988,-5.72014E-06,-3.77707E-06,-5.05962269,0,0,-1.87911E-05,3.1048E-05,9.631987472
0.55,6.40635E-05,14.93360131,-5.71874E-06,-3.83602E-06,-5.208960607,0,0,-1.89625E-05,3.18381E-05,9.641070769
0.56,6.40609E-05,14.93351173,-5.71703E-06,-3.89705E-06,-5.358297027,0,0,-1.91288E-05,3.27099E-05,9.649828062
0.57,6.40993E-05,14.93343356,-5.71499E-06,-3.95971E-06,-5.507632164,0,0,-1.92896E-05,3.36461E-05,9.658184633
0.58,6.41729E-05,14.93335483,-5.71262E-06,-4.02354E-06,-5.656966206,0,0,-1.94441E-05,3.46266E-05,9.666303922
0.59,6.42753E-05,14.93327005,-5.70989E-06,-4.08805E-06,-5.806299226,0,0,-1.95917E-05,3.56319E-05,9.674408188
0.6,6.44003E-05,14.93318371,-5.70677E-06,-4.15283E-06,-5.955631204,0,0,-1.97319E-05,3.66474E-05,9.682580407
0.61,6.45417E-05,14.93310474,-5.70323E-06,-4.21749E-06,-6.104962131,0,0,-1.9864E-05,3.7664E-05,9.690718203
0.62,6.46943E-05,14.93303808,-5.69924E-06,-4.28173E-06,-6.254292074,0,0,-1.99877E-05,3.86752E-05,9.698653192
0.63,6.48537E-05,14.93298111,-5.69476E-06,-4.34525E-06,-6.403621174,0,0,-2.01025E-05,3.96737E-05,9.706306971
0.64,6.50163E-05,14.932927,-5.68978E-06,-4.40777E-06,-6.552949574,0,0,-2.02083E-05,4.0651E-05,9.713745344
0.65,6.51787E-05,14.93287118,-5.68427E-06,-4.46904E-06,-6.702277359,0,0,-2.03046E-05,4.15985E-05,9.721101534
0.66,6.53378E-05,14.93281476,-5.67822E-06,-4.52886E-06,-6.851604549,0,0,-2.03912E-05,4.25107E-05,9.728454987
0.67,6.54909E-05,14.93276266,-5.67159E-06,-4.58705E-06,-7.000931151,0,0,-2.04681E-05,4.33858E-05,9.73577574
0.68,6.56359E-05,14.93271875,-5.6644E-06,-4.64351E-06,-7.15025721,0,0,-2.0535E-05,4.42244E-05,9.742970666
0.69,6.57716E-05,14.93268273,-5.65664E-06,-4.69816E-06,-7.299582815,0,0,-2.05921E-05,4.50273E-05,9.749975671
0.7,6.58972E-05,14.93265104,-5.64835E-06,-4.75093E-06,-7.44890807,0,0,-2.06392E-05,4.57943E-05,9.756808216
0.71,6.60126E-05,14.93262037,-5.63957E-06,-4.80178E-06,-7.59823305,0,0,-2.06766E-05,4.65247E-05,9.763542216
0.72,6.61175E-05,14.93259037,-5.63035E-06,-4.85069E-06,-7.747557792,0,0,-2.07042E-05,4.72191E-05,9.770239345
0.73,6.62121E-05,14.93256345,-5.62075E-06,-4.89767E-06,-7.896882312,0,0,-2.07223E-05,4.788E-05,9.776902021
0.74,6.62969E-05,14.93254224,-5.61079E-06,-4.94276E-06,-8.04620664,0,0,-2.07311E-05,4.85113E-05,9.783484258
0.75,6.63726E-05,14.93252731,-5.60054E-06,-0.000004986,-8.195530834,0,0,-2.07307E-05,4.9117E-05,9.789941593
0.76,6.64404E-05,14.93251699,-5.59006E-06,-5.02747E-06,-8.344854963,0,0,-2.07215E-05,4.97003E-05,9.796271344
0.77,6.65015E-05,14.93250916,-5.5794E-06,-5.06722E-06,-8.494179088,0,0,-2.07037E-05,5.02633E-05,9.802510721
0.78,6.65567E-05,14.93250307,-5.56866E-06,-5.10532E-06,-8.643503245,0,0,-2.06776E-05,5.08077E-05,9.808701345
0.79,6.66075E-05,14.93249975,-5.55782E-06,-5.14185E-06,-8.792827455,0,0,-2.06435E-05,5.13367E-05,9.814855765
0.8,6.6655E-05,14.9325008,-5.54693E-06,-5.17689E-06,-8.942151742,0,0,-2.06018E-05,5.18534E-05,9.82095399
0.81,6.66997E-05,14.93250695,-5.53604E-06,-5.21054E-06,-9.091476142,0,0,-2.05526E-05,5.2361E-05,9.826967999
0.82,6.67436E-05,14.93251753,-5.52515E-06,-5.24286E-06,-9.240800704,0,0,-2.04965E-05,5.28623E-05,9.832888832
0.83,6.67869E-05,14.93253128,-5.51434E-06,-5.27394E-06,-9.390125474,0,0,-2.04336E-05,5.33584E-05,9.838732907
0.84,6.6831E-05,14.93254747,-5.5036E-06,-5.30385E-06,-9.539450484,0,0,-2.03644E-05,5.38505E-05,9.844525626
0.85,6.68767E-05,14.93256643,-5.49297E-06,-5.33265E-06,-9.688775757,0,0,-2.0289E-05,5.43394E-05,9.850279927
0.86,6.69244E-05,14.93258907,-5.48248E-06,-5.3604E-06,-9.838101313,0,0,-2.02078E-05,5.48268E-05,9.855988765
0.87,6.69747E-05,14.93261597,-5.47213E-06,-5.38716E-06,-9.987427178,0,0,-2.0121E-05,5.53136E-05,9.861635606
0.88,6.70279E-05,14.93264697,-5.46195E-06,-5.41299E-06,-10.13675339,0,0,-0.000020029,5.58006E-05,9.86721106
0.89,6.70846E-05,14.93268136,-5.45195E-06,-5.43793E-06,-10.28607998,0,0,-1.9932E-05,5.62879E-05,9.87272057
0.9,6.71447E-05,14.93271857,-5.44212E-06,-5.462E-06,-10.43540698,0,0,-1.98301E-05,5.6775E-05,9.878178126
0.91,6.72085E-05,14.93275861,-5.43248E-06,-5.48525E-06,-10.58473442,0,0,-1.97237E-05,5.72612E-05,9.883593647
0.92,6.72757E-05,14.93280194,-5.42301E-06,-5.50768E-06,-10.73406231,0,0,-1.9613E-05,5.77463E-05,9.888965775
0.93,6.73462E-05,14.93284896,-5.41372E-06,-5.52933E-06,-10.88339067,0,0,-1.94981E-05,5.82299E-05,9.894285289
0.94,6.74199E-05,14.93289969,-5.40458E-06,-5.55021E-06,-11.03271954,0,0,-1.93792E-05,5.87115E-05,9.899544504
0.95,6.74965E-05,14.93295377,-5.39563E-06,-5.57033E-06,-11.18204895,0,0,-1.92565E-05,5.91902E-05,9.904743714
0.96,6.75756E-05,14.93301079,-5.38688E-06,-5.58968E-06,-11.33137891,0,0,-1.91302E-05,5.96649E-05,9.909889725
0.97,6.7657E-05,14.93307066,-5.37834E-06,-5.60829E-06,-11.48070947,0,0,-1.90004E-05,6.01347E-05,9.914989036
0.98,6.77401E-05,14.93313354,-5.37E-06,-5.62613E-06,-11.63004063,0,0,-1.88673E-05,6.05986E-05,9.920042344
0.99,6.78247E-05,14.9331997,-5.36187E-06,-5.64322E-06,-11.77937243,0,0,-1.87309E-05,6.1056E-05,9.925044808
1,6.79104E-05,14.93326921,-5.35398E-06,-5.65956E-06,-11.92870488,0,0,-1.85914E-05,6.15062E-05,9.929990902
1.01,6.79969E-05,14.93334187,-5.34634E-06,-5.67513E-06,-12.07803801,0,0,-1.84489E-05,6.19483E-05,9.934879013
1.02,6.80838E-05,14.93341743,-5.33896E-06,-5.68995E-06,-12.22737186,0,0,-1.83036E-05,6.23818E-05,9.939711923
