time.TIME,Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering,driver_demands.throttle
1.09,4.57201E-05,9.948197942,-5.14681E-06,-5.70495E-06,-7.868453739,0,0,-1.19646E-05,6.4065E-05,8.678902565
1.1,4.57658E-05,9.94844981,-5.14499E-06,-5.71255E-06,-7.967935222,0,0,-1.18641E-05,6.43316E-05,8.679080274
1.11,4.58105E-05,9.94870262,-5.14296E-06,-5.71978E-06,-8.067419181,0,0,-1.17626E-05,6.45988E-05,8.679265027
1.12,4.58544E-05,9.948958023,-5.14075E-06,-5.72663E-06,-8.166905615,0,0,-1.16602E-05,6.48679E-05,8.679404757
1.13,4.58978E-05,9.949215333,-5.13838E-06,-5.73312E-06,-8.266394545,0,0,-1.1557E-05,6.51394E-05,8.679470794
1.14,4.59413E-05,9.949472364,-5.13587E-06,-5.73924E-06,-8.365885995,0,0,-1.14529E-05,6.54118E-05,8.679479874
1.15,4.5985E-05,9.949727478,-5.13323E-06,-5.74499E-06,-8.465379972,0,0,-1.13481E-05,6.56826E-05,8.679474127
1.16,4.60292E-05,9.949980928,-5.13049E-06,-5.75036E-06,-8.564876463,0,0,-1.12424E-05,6.59508E-05,8.679481255
1.17,4.60738E-05,9.950234396,-5.12766E-06,-5.75533E-06,-8.664375448,0,0,-1.1136E-05,6.62166E-05,8.67949187
1.18,4.61189E-05,9.95048934,-5.12475E-06,-5.75993E-06,-8.763876924,0,0,-1.10289E-05,6.64812E-05,8.67947179
1.19,4.61647E-05,9.950745725,-5.12177E-06,-5.76416E-06,-8.8633809,0,0,-1.09211E-05,6.67453E-05,8.679394611
1.2,4.62113E-05,9.951002198,-5.11875E-06,-5.76802E-06,-8.962887396,0,0,-1.08126E-05,6.70076E-05,8.67926385
1.21,4.62588E-05,9.951257396,-5.11568E-06,-5.7715E-06,-9.062396422,0,0,-1.07036E-05,6.72669E-05,8.679106554
1.22,4.63072E-05,9.95151111,-5.1126E-06,-5.7746E-06,-9.161907971,0,0,-1.05941E-05,6.75215E-05,8.678947163
1.23,4.63564E-05,9.951764316,-5.1095E-06,-5.77733E-06,-9.261422031,0,0,-1.0484E-05,6.77716E-05,8.678786673
1.24,4.64064E-05,9.952018169,-5.10641E-06,-5.77968E-06,-9.360938594,0,0,-1.03735E-05,6.80181E-05,8.678604644
1.25,4.64571E-05,9.952272952,-5.10333E-06,-5.78167E-06,-9.460457665,0,0,-1.02626E-05,6.82612E-05,8.678379706
1.26,4.65085E-05,9.952527914,-5.10027E-06,-5.78331E-06,-9.559979257,0,0,-1.01514E-05,6.8501E-05,8.678108594
1.27,4.65606E-05,9.952782017,-5.09726E-06,-5.78459E-06,-9.659503378,0,0,-1.00398E-05,6.87361E-05,8.677807267
1.28,4.66133E-05,9.953034859,-5.09429E-06,-5.78551E-06,-9.759030027,0,0,-9.92805E-06,6.89656E-05,8.677495185
1.29,4.66667E-05,9.953286935,-5.09139E-06,-5.78609E-06,-9.858559193,0,0,-9.81603E-06,6.91893E-05,8.677178341
1.3,4.67204E-05,9.953539083,-5.08857E-06,-5.78632E-06,-9.958090869,0,0,-9.70385E-06,6.94075E-05,8.676845987
1.31,4.67744E-05,9.953791703,-5.08583E-06,-5.78621E-06,-10.05762506,0,0,-9.59154E-06,6.96211E-05,8.676482353
1.32,4.68286E-05,9.954044439,-5.08318E-06,-5.78579E-06,-10.15716176,0,0,-9.47918E-06,6.98298E-05,8.676081423
1.33,4.6883E-05,9.954296564,-5.08063E-06,-5.78504E-06,-10.25670098,0,0,-9.36679E-06,7.00333E-05,8.675651549
1.34,4.69376E-05,9.954547639,-5.0782E-06,-5.78398E-06,-10.35624273,0,0,-9.25442E-06,7.02306E-05,8.675207033
1.35,4.69921E-05,9.954797851,-5.07587E-06,-5.7826E-06,-10.45578699,0,0,-9.14212E-06,7.04214E-05,8.674755475
1.36,4.70465E-05,9.955047767,-5.07367E-06,-5.78093E-06,-10.55533375,0,0,-9.02991E-06,7.06063E-05,8.674292414
1.37,4.71006E-05,9.955297783,-5.07159E-06,-5.77896E-06,-10.65488302,0,0,-8.91784E-06,7.07853E-05,8.673807094
1.38,4.71544E-05,9.955547788,-5.06963E-06,-5.77671E-06,-10.75443479,0,0,-8.80596E-06,7.09591E-05,8.673293053
1.39,4.72077E-05,9.955797307,-5.0678E-06,-5.77418E-06,-10.85398907,0,0,-8.69431E-06,7.11272E-05,8.672753776
1.4,4.72605E-05,9.956045947,-5.0661E-06,-5.77138E-06,-10.95354585,0,0,-8.58292E-06,7.12891E-05,8.672199017
1.41,4.73127E-05,9.956293718,-5.06452E-06,-5.76832E-06,-11.05310513,0,0,-8.47182E-06,7.14447E-05,8.671636077
1.42,4.73642E-05,9.956540972,-5.06306E-06,-5.765E-06,-11.1526669,0,0,-8.36105E-06,7.15938E-05,8.671064192
1.43,4.74147E-05,9.956788047,-5.06173E-06,-5.76143E-06,-11.25223115,0,0,-8.25063E-06,7.17373E-05,8.670476582
1.44,4.74643E-05,9.957034966,-5.06051E-06,-5.75762E-06,-11.35179788,0,0,-8.1406E-06,7.18752E-05,8.669867503
1.45,4.75129E-05,9.957281442,-5.05941E-06,-5.75358E-06,-11.4513671,0,0,-8.03099E-06,7.20075E-05,8.669237572
1.46,4.75604E-05,9.95752716,-5.05842E-06,-5.74931E-06,-11.55093879,0,0,-7.92183E-06,7.21342E-05,8.668592935
1.47,4.76068E-05,9.957772043,-5.05753E-06,-5.74483E-06,-11.65051295,0,0,-7.81314E-06,7.22546E-05,8.66793969
1.48,4.76519E-05,9.958016288,-5.05674E-06,-5.74013E-06,-11.75008958,0,0,-7.70495E-06,7.23694E-05,8.667278968
1.49,4.76957E-05,9.958260153,-5.05605E-06,-5.73523E-06,-11.84966866,0,0,-7.59727E-06,7.24786E-05,8.666606888
1.5,4.77382E-05,9.958503721,-5.05544E-06,-5.73013E-06,-11.94925019,0,0,-7.49013E-06,7.25826E-05,8.665918869
1.51,4.77792E-05,9.958746839,-5.05492E-06,-5.72485E-06,-12.04883417,0,0,-7.38355E-06,7.26819E-05,8.66521404
1.52,4.78188E-05,9.958989272,-5.05448E-06,-5.71938E-06,-12.1484206,0,0,-7.27756E-06,7.27759E-05,8.664495907
1.53,4.78569E-05,9.959230912,-5.0541E-06,-5.71373E-06,-12.24800946,0,0,-7.17216E-06,7.28649E-05,8.6637691
1.54,4.78936E-05,9.959471849,-5.0538E-06,-5.70792E-06,-12.34760075,0,0,-7.06737E-06,7.29489E-05,8.663035503
1.55,4.79287E-05,9.959712267,-5.05355E-06,-5.70195E-06,-12.44719446,0,0,-6.96321E-06,7.30282E-05,8.662293191
1.56,4.79623E-05,9.959952263,-5.05336E-06,-5.69582E-06,-12.54679058,0,0,-6.85969E-06,7.31033E-05,8.661538802
1.57,4.79944E-05,9.96019177,-5.05322E-06,-5.68954E-06,-12.64638912,0,0,-6.75683E-06,7.31741E-05,8.660770868
1.58,4.8025E-05,9.960430625,-5.05312E-06,-5.68312E-06,-12.74599006,0,0,-6.65463E-06,7.32412E-05,8.659991108
1.59,4.80541E-05,9.960668718,-5.05305E-06,-5.67657E-06,-12.84559339,0,0,-6.55312E-06,7.33041E-05,8.659202777
1.6,4.80818E-05,9.960906075,-5.05303E-06,-5.66989E-06,-12.94519912,0,0,-6.4523E-06,7.33632E-05,8.658407855
1.61,4.8108E-05,9.961142814,-5.05302E-06,-5.66309E-06,-13.04480723,0,0,-6.35218E-06,7.34187E-05,8.657605649
1.62,4.81328E-05,9.961379025,-5.05305E-06,-5.65617E-06,-13.14441771,0,0,-6.25278E-06,7.34707E-05,8.656793877
1.63,4.81562E-05,9.961614692,-5.05309E-06,-5.64914E-06,-13.24403056,0,0,-6.15409E-06,7.35199E-05,8.655971
1.64,4.81783E-05,9.961849708,-5.05315E-06,-0.000005642,-13.34364577,0,0,-6.05613E-06,7.35659E-05,8.655137636
1.65,4.81991E-05,9.962083977,-5.05322E-06,-5.63477E-06,-13.44326334,0,0,-5.95891E-06,7.36091E-05,8.654295916
1.66,4.82187E-05,9.962317489,-5.05329E-06,-5.62744E-06,-13.54288325,0,0,-5.86244E-06,7.36495E-05,8.653447597
1.67,4.8237E-05,9.962550312,-5.05338E-06,-5.62003E-06,-13.64250551,0,0,-5.76671E-06,7.36871E-05,8.652592697
1.68,4.82543E-05,9.962782521,-5.05346E-06,-5.61253E-06,-13.74213009,0,0,-5.67175E-06,7.37224E-05,8.651729807
1.69,4.82704E-05,9.963014121,-5.05355E-06,-5.60495E-06,-13.841757,0,0,-5.57755E-06,7.37553E-05,8.650857593
1.7,4.82855E-05,9.963245051,-5.05363E-06,-5.5973E-06,-13.94138623,0,0,-5.48412E-06,7.37861E-05,8.649976068
1.71,4.82996E-05,9.963475233,-5.05371E-06,-5.58958E-06,-14.04101777,0,0,-5.39146E-06,7.38149E-05,8.649086538
1.72,4.83128E-05,9.96370464,-5.05379E-06,-5.5818E-06,-14.14065161,0,0,-5.29959E-06,7.38414E-05,8.648190419
1.73,4.83252E-05,9.963933306,-5.05386E-06,-5.57396E-06,-14.24028775,0,0,-5.20851E-06,7.38661E-05,8.6472881
