Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,Vehicle.Side_Slip_Angle,Gyro.gyro_X,Gyro.gyro_Y,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering
0.061313173,9.999683563,0.002625812,0.152884348,0.005239816,181.6749705,2.520076276,-179.884821,-2.245362212,0.004999967,0.00031658,0.25751779
0.061305092,9.99968626,0.002625503,0.153387261,0.005239124,181.7737033,2.535937701,-179.9836857,-2.260363756,0.00499997,0.00035755,0.257971328
0.061296656,9.999688929,0.002625195,0.153890106,0.005238394,181.8724281,2.551848693,-180.0825504,-2.275368911,0.004999973,0.000351787,0.257780894
0.061289141,9.999691577,0.002624893,0.154392888,0.00523775,181.9711449,2.567809251,-180.1814058,-2.290432235,0.004999978,0.000354608,0.257703256
0.061281627,9.999694223,0.002624594,0.154895609,0.005237103,182.0698538,2.583819365,-180.2802516,-2.305560966,0.004999986,0.000373214,0.257869819
0.061274709,9.99969684,0.002624308,0.155398272,0.005236508,182.1685546,2.59987903,-180.3790975,-2.320689701,0.004999993,0.000341516,0.257322407
0.061267053,9.999699476,0.002624018,0.155900877,0.005235852,182.2672474,2.615988238,-180.4779246,-2.335938355,0.005000003,0.00038091,0.257778215
0.061259043,9.999702084,0.002623729,0.156403419,0.005235159,182.3659321,2.632146967,-180.5767516,-2.351190643,0.005000014,0.000373623,0.257590324
0.061251955,9.999704671,0.002623447,0.156905901,0.005234551,182.4646087,2.648355215,-180.6755691,-2.366501055,0.005000023,0.000374933,0.257514946
0.061244866,9.999707255,0.002623166,0.157408326,0.00523394,182.5632772,2.664612975,-180.774377,-2.381876874,0.005000032,0.000392081,0.25768404
0.061238375,9.99970981,0.002622899,0.157910696,0.005233381,182.6619376,2.68092024,-180.8731848,-2.397252696,0.005000041,0.000358958,0.257139153
0.061231149,9.999712383,0.002622628,0.158413012,0.005232762,182.7605898,2.697277002,-180.9719736,-2.412748368,0.005000034,0.000396937,0.257597215
0.061223569,9.999714929,0.002622358,0.158915268,0.005232106,182.8592338,2.713683242,-181.0707622,-2.428247698,0.005000025,0.000388288,0.257411834
0.061216909,9.999717453,0.002622095,0.159417468,0.005231534,182.9578695,2.730138956,-181.1695413,-2.443805105,0.005000016,0.000388245,0.257338692
0.061210249,9.999719974,0.002621833,0.159919614,0.00523096,183.0564971,2.746644139,-181.2683105,-2.459427917,0.005000005,0.000404091,0.257510278
0.061204186,9.999722465,0.002621585,0.160421709,0.005230438,183.1551163,2.763198783,-181.3670798,-2.475050732,0.004999993,0.000369695,0.256967873
0.061197391,9.999724975,0.002621332,0.160923754,0.005229855,183.2537273,2.779802881,-181.4658296,-2.490793327,0.004999985,0.000406411,0.25742814
0.061190242,9.999727456,0.002621081,0.161425742,0.005229236,183.35233,2.796456413,-181.5645793,-2.506539601,0.004999978,0.000396546,0.257245207
0.061184011,9.999729916,0.002620836,0.161927677,0.005228701,183.4509243,2.813159377,-181.6633193,-2.522343905,0.004999972,0.000395298,0.257174241
0.061177777,9.999732373,0.002620593,0.162429563,0.005228164,183.5495103,2.829911766,-181.7620493,-2.538213611,0.004999968,0.000409985,0.257348245
0.061172142,9.9997348,0.002620363,0.1629314,0.005227678,183.6480879,2.846713575,-181.8607793,-2.554083319,0.004999964,0.000374458,0.256808244
0.061165774,9.999737245,0.002620129,0.163433191,0.005227132,183.7466571,2.863564796,-181.9594896,-2.570072738,0.004999967,0.000410051,0.257270653
0.061159051,9.999739662,0.002619896,0.163934928,0.005226549,183.8452178,2.880465409,-182.0581998,-2.586065855,0.004999971,0.00039911,0.257090091
0.061153244,9.999742057,0.002619669,0.164436617,0.00522605,183.9437701,2.897415413,-182.1569,-2.60211696,0.004999976,0.000396793,0.257021237
0.061147433,9.999744449,0.002619444,0.164938259,0.005225549,184.0423139,2.914414801,-182.2555902,-2.618233459,0.004999984,0.000410457,0.257197582
0.061142218,9.99974681,0.002619232,0.165439857,0.005225099,184.1408492,2.931463568,-182.3542804,-2.634349961,0.004999992,0.000373933,0.256659907
0.061136272,9.99974919,0.002619016,0.165941411,0.005224589,184.239376,2.948561706,-182.4529505,-2.650586107,0.005000002,0.000408538,0.257124387
0.061129968,9.999751541,0.002618801,0.166442916,0.005224042,184.3378942,2.965709197,-182.5516205,-2.666825968,0.005000013,0.000396652,0.256946114
0.061124578,9.999753871,0.002618592,0.166944375,0.005223579,184.4364038,2.982906037,-182.6502804,-2.683123775,0.005000024,0.000393399,0.256879301
0.06111918,9.999756197,0.002618384,0.167445791,0.005223113,184.5349048,3.000152223,-182.7489301,-2.699486969,0.005000033,0.000406168,0.257057906
0.061114378,9.999758493,0.002618189,0.167947166,0.005222698,184.6333972,3.017447747,-182.8475798,-2.715850166,0.005000043,0.000368775,0.256522475
0.061108844,9.999760807,0.002617991,0.168448501,0.005222224,184.731881,3.034792604,-182.9462091,-2.732332941,0.005000038,0.00040252,0.256988961
0.061102951,9.999763092,0.002617792,0.16894979,0.005221712,184.830356,3.052186774,-183.0448383,-2.748819447,0.005000032,0.000389814,0.256812901
0.061097967,9.999765356,0.0026176,0.169451037,0.005221284,184.9288224,3.069630255,-183.1434573,-2.765363859,0.005000026,0.000385747,0.256748059
0.061092974,9.999767616,0.00261741,0.169952244,0.005220852,185.0272801,3.087123043,-183.2420659,-2.781973647,0.005000018,0.000397744,0.25692884
0.061088575,9.999769846,0.002617232,0.170453413,0.005220472,185.125729,3.104665131,-183.3406745,-2.798583437,0.00500001,0.000359601,0.256395568
0.061083443,9.999772094,0.00261705,0.170954546,0.005220032,185.2241691,3.122256514,-183.4392624,-2.81531274,0.005000005,0.0003926,0.256863965
0.061077949,9.999774313,0.002616868,0.171455636,0.005219554,185.3226004,3.139897172,-183.5378502,-2.832045787,0.005,0.000379187,0.256690011
0.061073362,9.999776511,0.002616692,0.171956686,0.00521916,185.4210229,3.157587105,-183.6364277,-2.848836701,0.004999997,0.000374419,0.256627039
0.061068762,9.999778705,0.002616518,0.172457701,0.005218762,185.5194366,3.175326306,-183.7349945,-2.865692978,0.004999994,0.000385752,0.256809878
0.061064753,9.999780869,0.002616356,0.17295868,0.005218415,185.6178414,3.19311477,-183.8335614,-2.882549257,0.004999992,0.000346965,0.256278647
0.061060011,9.999783051,0.00261619,0.173459626,0.005218009,185.7162373,3.210952493,-183.9321073,-2.899524983,0.004999988,0.000379325,0.256748854
0.061054903,9.999785204,0.002616024,0.173960533,0.005217564,185.8146242,3.228839454,-184.030653,-2.916504466,0.004999984,0.000365309,0.256576895
0.061050698,9.999787336,0.002615864,0.174461403,0.005217202,185.9130023,3.246775653,-184.1291884,-2.933541777,0.004999982,0.000359943,0.256515695
0.061046476,9.999789464,0.002615706,0.174962241,0.005216837,186.0113714,3.264761085,-184.2277129,-2.950644436,0.00499998,0.000370712,0.256700491
0.061042842,9.999791561,0.002615559,0.175463046,0.005216523,186.1097314,3.282795744,-184.3262374,-2.967747097,0.004999978,0.000331381,0.2561712
0.061038473,9.999793677,0.002615408,0.175963821,0.005216148,186.2080825,3.300879625,-184.4247407,-2.984969141,0.004999979,0.000363201,0.256643134
0.061033736,9.999795765,0.002615258,0.17646456,0.005215735,186.3064245,3.31901271,-184.5232438,-3.002194953,0.004999981,0.000348678,0.256473078
0.061029897,9.999797831,0.002615112,0.176965266,0.005215405,186.4047575,3.337194997,-184.6217364,-3.019478556,0.004999983,0.000342809,0.256413575
0.061026038,9.999799893,0.002614968,0.177465941,0.005215071,186.5030813,3.355426481,-184.7202179,-3.03682749,0.004999986,0.000353108,0.256600247
0.061022764,9.999801925,0.002614836,0.177966587,0.005214787,186.6013961,3.373707158,-184.8186994,-3.054176426,0.004999989,0.000313324,0.256072815
0.061018754,9.999803975,0.0026147,0.178467207,0.005214443,186.6997017,3.392037023,-184.9171595,-3.071644682,0.004999989,0.000344695,0.256546413
0.061014372,9.999805997,0.002614563,0.178967792,0.005214061,186.7979982,3.410416056,-185.0156194,-3.089116715,0.004999988,0.000329755,0.256378189
0.061010885,9.999807998,0.002614432,0.179468347,0.005213761,186.8962854,3.428844257,-185.1140685,-3.106646503,0.004999989,0.000323471,0.256320317
0.061007374,9.999809995,0.002614301,0.179968875,0.005213457,186.9945635,3.447321622,-185.2125065,-3.124241604,0.00499999,0.000333386,0.256508789
0.061004447,9.999811962,0.002614183,0.180469377,0.005213203,187.0928323,3.465848145,-185.3109445,-3.141836707,0.00499999,0.000293235,0.25598314
0.061000781,9.999813947,0.00261406,0.180969854,0.005212888,187.1910919,3.484423822,-185.4093607,-3.159551067,0.004999994,0.00032424,0.256458318
0.060996741,9.999815904,0.002613937,0.1814703,0.005212535,187.2893422,3.503048634,-185.5077766,-3.177269212,0.004999998,0.000308964,0.256291832
0.060993592,9.999817839,0.002613819,0.181970719,0.005212264,187.3875831,3.521722581,-185.6061818,-3.195045077,0.005000003,0.000302347,0.256235504
0.060990415,9.999819772,0.002613702,0.182471112,0.005211989,187.4858148,3.540445658,-185.7045755,-3.212886235,0.005000008,0.000311956,0.256425673
0.060987819,9.999821674,0.002613597,0.182971483,0.005211763,187.5840371,3.559217861,-185.8029693,-3.230727396,0.005000012,0.000271514,0.255901702
0.060984483,9.999823594,0.002613487,0.183471832,0.005211477,187.68225,3.578039184,-185.9013411,-3.248687751,0.00500001,0.000302232,0.256378372
0.060980769,9.999825487,0.002613377,0.183972152,0.005211152,187.7804535,3.59690961,-185.9997125,-3.266651898,0.005000007,0.000286694,0.256213525
0.060977941,9.999827358,0.002613272,0.184472448,0.005210909,187.8786475,3.615829138,-186.0980731,-3.284673731,0.005000004,0.000279817,0.256158648
0.060975083,9.999829226,0.002613168,0.184972721,0.005210661,187.9768322,3.634797764,-186.196422,-3.302760836,0.005000002,0.000289193,0.256350413
0.060972802,9.999831064,0.002613075,0.185472973,0.005210462,188.0750073,3.653815483,-186.2947709,-3.320847943,0.004999999,0.000248531,0.255828019
0.060969779,9.999832921,0.002612977,0.185973207,0.005210203,188.1731729,3.672882291,-186.3930976,-3.339054181,0.004999999,0.000279029,0.256306078
0.060966374,9.99983475,0.002612879,0.186473414,0.005209905,188.2713291,3.69199817,-186.4914239,-3.357264218,0.005,0.000263298,0.256142757
0.060963852,9.999836558,0.002612786,0.186973599,0.005209688,188.3694756,3.711163119,-186.5897392,-3.375531907,0.005000001,0.000256227,0.256089227
0.060961294,9.999838362,0.002612694,0.187473764,0.005209465,188.4676126,3.730377135,-186.6880427,-3.393864845,0.005000004,0.000265434,0.256282476
0.060959311,9.999840137,0.002612613,0.187973911,0.005209292,188.56574,3.749640212,-186.7863462,-3.412197784,0.005000006,0.000224615,0.255761546
0.060956583,9.999841931,0.002612527,0.188474041,0.005209059,188.6638577,3.768952346,-186.8846272,-3.430649794,0.005000006,0.000254956,0.256240897
0.060953469,9.999843697,0.00261244,0.188974148,0.005208785,188.7619659,3.788313521,-186.9829078,-3.449105606,0.005000005,0.000239091,0.256079
0.060951234,9.999845442,0.002612358,0.189474234,0.005208592,188.8600643,3.807723734,-187.0811772,-3.467619038,0.005000006,0.000231886,0.256026726
0.060948959,9.999847184,0.002612277,0.189974303,0.005208395,188.958153,3.827182983,-187.1794347,-3.486197693,0.005000007,0.000240982,0.256221361
0.060947256,9.999848897,0.002612207,0.190474356,0.005208246,189.0562321,3.846691263,-187.2776921,-3.504776351,0.005000008,0.000200063,0.255701799
0.060944805,9.999850629,0.002612131,0.190974394,0.005208036,189.1543013,3.86624857,-187.3759268,-3.523474017,0.005000012,0.000230304,0.256182354
0.060941965,9.999852333,0.002612055,0.191474411,0.005207785,189.2523608,3.885854886,-187.474161,-3.54217549,0.005000016,0.000214359,0.256021786
0.060939999,9.999854016,0.002611984,0.191974411,0.005207616,189.3504106,3.90551021,-187.572384,-3.560934549,0.00500002,0.000207076,0.255970683
0.06093799,9.999855697,0.002611913,0.192474395,0.005207441,189.4484504,3.92521454,-187.6705948,-3.579758808,0.005000024,0.000216112,0.256166613
0.060936549,9.999857349,0.002611853,0.192974364,0.005207315,189.5464805,3.944967871,-187.7688056,-3.598583068,0.005000029,0.000175144,0.255648329
0.060934358,9.999859019,0.002611787,0.193474322,0.005207127,189.6445007,3.964770198,-187.8669933,-3.617526275,0.005000022,0.000205335,0.256130016
0.060931775,9.999860663,0.002611721,0.19397426,0.005206899,189.742511,3.984621505,-187.9651805,-3.636473292,0.005000016,0.000189361,0.255970697
0.060930062,9.999862285,0.002611659,0.194474182,0.005206752,189.8405113,4.004521791,-188.0633564,-3.655477863,0.005000009,0.000182046,0.255920696
0.060928303,9.999863906,0.002611597,0.194974091,0.005206598,189.9385018,4.024471052,-188.1615199,-3.674547607,0.005000001,0.00019107,0.256117847
0.060927108,9.999865497,0.002611547,0.195473988,0.005206493,190.0364822,4.044469284,-188.2596834,-3.693617352,0.004999994,0.000150098,0.255600767
0.060925162,9.999867108,0.002611491,0.195973875,0.005206326,190.1344527,4.064516484,-188.3578236,-3.712805981,0.004999989,0.000180283,0.256083517
0.06092282,9.999868692,0.002611434,0.196473744,0.005206119,190.2324132,4.084612633,-188.4559632,-3.731998423,0.004999985,0.00016432,0.255925369
0.060921344,9.999870255,0.002611381,0.196973599,0.005205992,190.3303636,4.104757732,-188.5540914,-3.751248387,0.004999982,0.000157015,0.255876402
0.060919819,9.999871816,0.002611328,0.197473443,0.005205859,190.4283039,4.124951777,-188.652207,-3.770563494,0.00499998,0.000166066,0.256074697
0.060918856,9.999873349,0.002611286,0.197973276,0.005205773,190.5262342,4.145194765,-188.7503226,-3.789878603,0.004999979,0.000125127,0.255558745
0.060917139,9.9998749,0.002611239,0.198473101,0.005205626,190.6241544,4.16548669,-188.8484146,-3.809312535,0.004999978,0.000155344,0.256042493
0.060915023,9.999876426,0.00261119,0.19897291,0.005205439,190.7220644,4.185827537,-188.946506,-3.82875028,0.004999978,0.000139429,0.255885444
0.06091377,9.999877931,0.002611146,0.199472708,0.005205331,190.8199642,4.206217304,-189.0445858,-3.848245515,0.004999979,0.000132169,0.255837438
0.060912465,9.999879434,0.002611101,0.199972495,0.005205216,190.9178539,4.226655988,-189.1426529,-3.867805865,0.004999981,0.000141282,0.256036792
0.060911719,9.999880908,0.002611068,0.200472275,0.00520515,191.0157334,4.247143586,-189.24072,-3.887366217,0.004999983,0.000100411,0.25552188
0.060910216,9.999882403,0.002611028,0.200972047,0.005205021,191.1136026,4.267680094,-189.3387632,-3.907045329,0.004999989,0.000130693,0.25600652
0.060908311,9.99988387,0.002610987,0.201471805,0.005204852,191.2114616,4.288265494,-189.4368058,-3.926728256,0.004999994,0.000114859,0.255850455
0.060907266,9.999885318,0.002610951,0.201971553,0.005204762,191.3093103,4.308899786,-189.5348367,-3.946468642,0.005,0.000107678,0.255803296
0.060906164,9.999886765,0.002610914,0.202471293,0.005204665,191.4071486,4.329582967,-189.6328547,-3.966274113,0.005000006,0.000116883,0.256003581
0.060905619,9.999888183,0.002610888,0.202971026,0.005204615,191.5049767,4.350315033,-189.7308726,-3.986079585,0.005000012,7.61E-05,0.255489582
0.060904313,9.999889621,0.002610856,0.203470753,0.005204504,191.6027944,4.371095981,-189.8288664,-4.006003757,0.00500001,0.00010649,0.255975001
0.060902602,9.999891033,0.002610822,0.203970469,0.005204351,191.7006017,4.391925793,-189.9268596,-4.025931744,0.005000008,9.08E-05,0.255819803
0.060901746,9.999892425,0.002610793,0.204470175,0.005204277,191.7983986,4.412804468,-190.0248409,-4.045917158,0.005000006,8.37E-05,0.255773393
0.060900829,9.999893816,0.002610763,0.204969875,0.005204196,191.8961851,4.433732005,-190.1228091,-4.065967627,0.005000004,9.30E-05,0.255974512
0.060900465,9.999895179,0.002610744,0.20546957,0.005204163,191.9939611,4.454708399,-190.2207773,-4.086018097,0.005000002,5.24E-05,0.255461334
0.060899338,9.999896562,0.002610718,0.20596926,0.005204067,192.0917266,4.475733646,-190.3187211,-4.106187204,0.005000003,8.29E-05,0.255947466
0.060897801,9.999897919,0.002610691,0.20646894,0.005203929,192.1894817,4.496807729,-190.4166642,-4.126360125,0.005000004,6.73E-05,0.255793067
0.060897116,9.999899257,0.002610668,0.206968612,0.00520387,192.2872262,4.517930648,-190.5145954,-4.146590444,0.005000005,6.03E-05,0.255747352
0.060896367,9.999900594,0.002610643,0.207468279,0.005203803,192.3849602,4.5391024,-190.6125132,-4.166885784,0.005000007,6.98E-05,0.255949257
0.060896167,9.999901903,0.00261063,0.207967942,0.005203784,192.4826836,4.560322982,-190.710431,-4.187181126,0.005000009,2.93E-05,0.255436853
0.060895202,9.999903232,0.00261061,0.208467602,0.005203702,192.5803963,4.581592388,-190.8083242,-4.207595043,0.005000005,5.99E-05,0.25592367
0.060893826,9.999904536,0.002610589,0.208967253,0.005203578,192.6780985,4.602910604,-190.9062166,-4.228012773,0.005000001,4.45E-05,0.255770036
0.060893297,9.999905821,0.002610571,0.209466897,0.005203532,192.77579,4.624277627,-191.004097,-4.248487869,0.004999997,3.77E-05,0.255724985
0.060892702,9.999907106,0.002610553,0.209966537,0.005203479,192.8734708,4.645693456,-191.1019639,-4.269027955,0.004999993,4.73E-05,0.255927637
0.060892654,9.999908362,0.002610545,0.210466175,0.005203472,192.971141,4.667158086,-191.1998307,-4.289568042,0.00499999,7.01E-06,0.255415967
0.060891839,9.99990964,0.00261053,0.21096581,0.005203403,193.0688004,4.688671514,-191.2976726,-4.31022664,0.004999989,3.78E-05,0.255903415
0.06089061,9.999910892,0.002610514,0.211465438,0.005203292,193.1664491,4.710233723,-191.3955138,-4.33088905,0.004999988,2.25E-05,0.255750484
0.060890228,9.999912125,0.002610501,0.21196506,0.005203259,193.264087,4.731844713,-191.4933428,-4.351608796,0.004999988,1.59E-05,0.255706038
0.060889775,9.999913358,0.002610488,0.21246468,0.005203218,193.3617141,4.75350448,-191.591158,-4.372393497,0.004999989,2.57E-05,0.255909363
0.060889868,9.999914564,0.002610485,0.212964297,0.005203224,193.4593303,4.775213021,-191.6889733,-4.393178199,0.00499999,-1.44E-05,0.255398353
0.060889193,9.99991579,0.002610475,0.213463914,0.005203167,193.5569358,4.796970332,-191.7867633,-4.41408135,0.004999989,1.65E-05,0.255886368
0.060888101,9.999916992,0.002610463,0.213963524,0.005203068,193.6545303,4.818776397,-191.8845526,-4.434988311,0.004999987,1.46E-06,0.255734068
0.060887853,9.999918175,0.002610455,0.21446313,0.005203047,193.752114,4.840631215,-191.9823295,-4.455952577,0.004999985,-4.99E-06,0.255690159
0.060887533,9.999919358,0.002610446,0.214962734,0.005203017,193.8496867,4.862534783,-192.0800926,-4.476981763,0.004999985,5.00E-06,0.255894083
0.060887755,9.999920514,0.002610448,0.215462337,0.005203034,193.9472486,4.884487098,-192.1778556,-4.498010951,0.004999984,-3.50E-05,0.255383658
0.060887206,9.999921691,0.002610442,0.21596194,0.005202988,194.0447994,4.906488155,-192.2755932,-4.519158523,0.004999987,-3.81E-06,0.255872156
0.060886239,9.999922843,0.002610435,0.216461537,0.0052029,194.1423392,4.928537938,-192.3733299,-4.540309904,0.004999989,-1.87E-05,0.255720401
0.060886111,9.999923978,0.002610431,0.216961132,0.005202889,194.2398681,4.950636447,-192.4710543,-4.561518558,0.004999993,-2.50E-05,0.255676945
0.060885908,9.999925112,0.002610426,0.217460725,0.005202869,194.3373859,4.97278368,-192.5687645,-4.582792098,0.004999997,-1.48E-05,0.255881377
0.060886244,9.99992622,0.002610432,0.217960318,0.005202896,194.4348926,4.99497963,-192.6664747,-4.604065639,0.005000001,-5.45E-05,0.255371448
0.060885807,9.999927349,0.00261043,0.218459913,0.00520286,194.5323882,5.017224297,-192.7641592,-4.625457502,0.005000003,-2.32E-05,0.255860357
0.060884947,9.999928454,0.002610427,0.218959502,0.00520278,194.6298728,5.039517661,-192.8618428,-4.64685317,0.005000005,-3.79E-05,0.255709069
0.060884923,9.999929541,0.002610427,0.219459089,0.005202779,194.7273461,5.061859725,-192.9595139,-4.668306082,0.005000007,-4.39E-05,0.255666004
0.060884821,9.999930628,0.002610426,0.219958676,0.005202768,194.8248084,5.084250483,-193.0571707,-4.689823843,0.00500001,-3.36E-05,0.255870883
0.060885256,9.999931689,0.002610435,0.220458264,0.005202803,194.9222594,5.106689933,-193.1548274,-4.711341605,0.005000013,-7.31E-05,0.25536139
0.060884915,9.999932772,0.002610437,0.220957854,0.005202775,195.0196992,5.129178071,-193.2524582,-4.732977625,0.005000018,-0.000041562,0.255850667
0.060884148,9.999933831,0.002610438,0.221457439,0.005202704,195.1171278,5.15171488,-193.3500881,-4.754617448,0.005000025,-5.60E-05,0.255699801
0.060884215,9.999934872,0.002610441,0.221957023,0.00520271,195.2145451,5.17430036,-193.4477053,-4.776314482,0.00500003,-6.19E-05,0.255657092
0.060884201,9.999935914,0.002610444,0.222456607,0.005202707,195.3119512,5.196934508,-193.545308,-4.798076331,0.005000036,-5.13E-05,0.255862386
0.060884722,9.999936929,0.002610456,0.222956193,0.005202749,195.4093459,5.21961732,-193.6429108,-4.819838181,0.005000041,-9.07E-05,0.255353302
0.060884466,9.999937967,0.002610461,0.223455782,0.005202729,195.5067293,5.242348792,-193.7404872,-4.841718223,0.005000033,-5.89E-05,0.255842932
0.060883783,9.999938981,0.002610464,0.223955367,0.005202665,195.6041013,5.265128907,-193.8380627,-4.863602066,0.005000024,-7.32E-05,0.255692473
0.060883932,9.999939978,0.00261047,0.224454951,0.005202678,195.701462,5.287957666,-193.9356255,-4.88554309,0.005000014,-7.88E-05,0.255650109
0.060883998,9.999940975,0.002610475,0.224954536,0.005202682,195.7988112,5.310835065,-194.0331736,-4.907548891,0.005000004,-6.80E-05,0.255855802
0.0608846,9.999941947,0.00261049,0.225454123,0.005202732,195.896149,5.333761101,-194.1307216,-4.929554692,0.004999993,-0.00010716,0.25534711
0.060884423,9.999942941,0.002610497,0.225953714,0.005202718,195.9934754,5.356735769,-194.2282432,-4.951678619,0.004999986,-7.52E-05,0.255837074
0.060883819,9.999943912,0.002610502,0.226453301,0.005202661,196.0907903,5.379759053,-194.3257637,-4.973806344,0.004999979,-8.92E-05,0.255686992
0.060884045,9.999944865,0.002610511,0.226952888,0.00520268,196.1880937,5.402830953,-194.4232713,-4.995991217,0.004999973,-9.47E-05,0.255644948
0.060884188,9.99994582,0.002610518,0.227452476,0.005202691,196.2853855,5.425951466,-194.5207642,-5.018240829,0.004999969,-8.37E-05,0.255851006
0.060884864,9.999946749,0.002610535,0.227952068,0.005202747,196.3826658,5.449120587,-194.618257,-5.040490442,0.004999965,-0.000122611,0.255342669
0.060884761,9.999947701,0.002610544,0.228451663,0.00520274,196.4799345,5.472338313,-194.7157229,-5.062858114,0.004999967,-9.04E-05,0.255832936
0.060884229,9.999948629,0.002610552,0.228951256,0.005202689,196.5771916,5.495604627,-194.8131879,-5.08522958,0.004999968,-0.000104287,0.255683193
0.060884526,9.999949541,0.002610563,0.229450849,0.005202715,196.6744371,5.51891953,-194.9106399,-5.107658164,0.004999971,-0.000109527,0.255641428
0.060884737,9.999950454,0.002610572,0.229950443,0.005202732,196.7716709,5.542283017,-195.0080768,-5.130151447,0.004999976,-9.83E-05,0.255847798
0.06088548,9.999951342,0.002610591,0.230450042,0.005202794,196.8688931,5.565695085,-195.1055137,-5.152644731,0.004999982,-0.000137029,0.25533976
0.060885443,9.999952253,0.002610603,0.230949645,0.005202792,196.9661035,5.589155731,-195.2029235,-5.175256008,0.00499999,-0.000104648,0.25583025
0.060884974,9.99995314,0.002610612,0.231449245,0.005202747,197.0633023,5.612664936,-195.3003323,-5.197871076,0.004999998,-0.000118295,0.255680762
0.060885332,9.999954012,0.002610625,0.231948846,0.005202778,197.1604892,5.636222702,-195.3977279,-5.22054323,0.005000006,-0.00012333,0.255639188
0.060885602,9.999954885,0.002610636,0.23244845,0.0052028,197.2576645,5.659829025,-195.4951084,-5.243280045,0.005000015,-0.000111896,0.255845771
0.0608864,9.999955733,0.002610657,0.232948057,0.005202867,197.3548279,5.683483901,-195.5924888,-5.266016861,0.005000023,-0.00015042,0.255337936
0.060886416,9.999956604,0.002610671,0.23344767,0.00520287,197.4519794,5.707187326,-195.6898418,-5.288871604,0.005000021,-0.000117836,0.255828566
0.060885998,9.999957452,0.002610682,0.23394728,0.005202828,197.5491192,5.730939283,-195.7871938,-5.311730134,0.005000019,-0.000131277,0.255679249
0.060886404,9.999958285,0.002610696,0.234446891,0.005202864,197.6462471,5.754739772,-195.8845325,-5.334645717,0.005000017,-0.000136111,0.255637798
0.060886719,9.999959119,0.002610709,0.234946506,0.005202889,197.743363,5.77858879,-195.9818558,-5.357625924,0.005000014,-0.000124472,0.255844535
0.060887559,9.999959929,0.002610731,0.235446125,0.00520296,197.8404671,5.802486333,-196.0791792,-5.38060613,0.005000011,-0.000162793,0.255336848
0.060887616,9.999960762,0.002610746,0.235945749,0.005202967,197.9375592,5.826432397,-196.1764748,-5.403704195,0.005000011,-0.000130009,0.255827592
0.060887237,9.999961573,0.002610758,0.236445371,0.005202929,198.0346393,5.850426965,-196.2737694,-5.426806044,0.005000011,-0.000143249,0.255678421
0.060887678,9.999962367,0.002610773,0.236944995,0.005202967,198.1317075,5.874470036,-196.3710506,-5.449964914,0.005000012,-0.000147885,0.255637085
0.060888027,9.999963165,0.002610787,0.237444622,0.005202996,198.2287636,5.898561608,-196.4683162,-5.473188367,0.005000013,-0.000136048,0.255843975
0.060888901,9.999963937,0.00261081,0.237944253,0.005203069,198.3258077,5.922701677,-196.5655818,-5.496411821,0.005000014,-0.000174171,0.25533644
0.06088899,9.999964734,0.002610825,0.23844389,0.005203079,198.4228397,5.946890237,-196.6628194,-5.519753064,0.005000008,-0.000141192,0.255827316
0.060888641,9.999965508,0.002610838,0.238943525,0.005203044,198.5198596,5.971127273,-196.760056,-5.543098086,0.005000001,-0.000154237,0.255678308
0.060889113,9.999966266,0.002610854,0.239443162,0.005203085,198.6168675,5.995412785,-196.857279,-5.566500098,0.004999995,-0.000158681,0.255637105
0.060889491,9.999967028,0.002610867,0.239942803,0.005203116,198.7138631,6.019746768,-196.9544863,-5.589966652,0.004999989,-0.000146651,0.255844161
0.060890394,9.999967765,0.002610891,0.240442448,0.005203192,198.8108466,6.044129218,-197.0516936,-5.613433206,0.004999982,-0.000184582,0.255336789
0.060890511,9.999968526,0.002610907,0.240942098,0.005203204,198.907818,6.068560133,-197.1488726,-5.63701748,0.004999979,-0.000151416,0.255827795
0.060890191,9.999969265,0.00261092,0.241441747,0.005203172,199.0047771,6.093039493,-197.2460505,-5.66060553,0.004999976,-0.000164273,0.255678941
0.06089069,9.999969988,0.002610936,0.241941399,0.005203216,199.101724,6.117567301,-197.3432148,-5.684250535,0.004999974,-0.000168533,0.255637861
0.060891095,9.999970715,0.002610951,0.242441053,0.005203249,199.1986586,6.142143551,-197.4403632,-5.707960041,0.004999973,-0.000156318,0.255845064
0.060892024,9.999971417,0.002610975,0.242940713,0.005203328,199.2955809,6.166768239,-197.5375115,-5.731669548,0.004999972,-0.000194066,0.255337832
0.060892167,9.999972144,0.002610991,0.243440378,0.005203342,199.3924909,6.191441363,-197.6346313,-5.755496705,0.004999973,-0.000160721,0.255828952
0.060891872,9.999972849,0.002611005,0.243940042,0.005203312,199.4893886,6.216162904,-197.73175,-5.779327633,0.004999973,-0.000173398,0.255680231
0.060892395,9.999973539,0.002611022,0.244439708,0.005203358,199.5862739,6.240932862,-197.8288549,-5.803215483,0.004999975,-0.000177481,0.255639251
0.060892824,9.999974232,0.002611037,0.244939378,0.005203393,199.6831469,6.265751234,-197.9259437,-5.827167794,0.004999978,-0.000165089,0.25584657
