Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering,driver_demands.throttle
-0.229302356,11.9891687,-0.014885088,-0.335507133,-445.3958043,-136.6214749,-0.019999946,-0.000163301,-1.084762255,10.58258928
-0.229290355,11.98926186,-0.014884743,-0.337904316,-445.5096791,-136.5839553,-0.019999973,-3.03213E-05,-1.083348068,10.58190773
-0.229278533,11.98935496,-0.01488433,-0.340301446,-445.6233955,-136.5459545,-0.019999933,-0.000116572,-1.084740127,10.58123338
-0.229267473,11.98944731,-0.014883909,-0.342698511,-445.7370997,-136.5079137,-0.019999899,4.27246E-05,-1.08357441,10.58054861
-0.229257954,11.98953943,-0.014883484,-0.345095521,-445.8506264,-136.4693441,-0.019999939,-6.82156E-05,-1.084710603,10.57987222
-0.229249896,11.98963079,-0.014883114,-0.347492475,-445.9641539,-136.4307743,-0.019999979,0.000108258,-1.083790802,10.5791894
-0.22924367,11.98972182,-0.01488281,-0.349889388,-446.0774916,-136.3916455,-0.019999941,-1.819E-05,-1.084667837,10.57851485
-0.229238772,11.98981216,-0.014882616,-0.352286265,-446.1908266,-136.3525079,-0.019999901,0.000133633,-1.083992157,10.57783624
-0.229235377,11.98990217,-0.014882534,-0.35468312,-446.3039859,-136.3128604,-0.019999932,3.35149E-05,-1.084608597,10.57716413
-0.229232775,11.98999159,-0.014882583,-0.357079962,-446.4171256,-136.273156,-0.019999972,0.000160687,-1.08417373,10.57648879
-0.229231117,11.99008063,-0.014882754,-0.359476803,-446.5301041,-136.2329906,-0.019999947,8.68575E-05,-1.084526911,10.57581752
-0.229229622,11.99016917,-0.014883038,-0.361873652,-446.6430455,-136.1927204,-0.019999907,0.000189342,-1.084330545,10.5751441
-0.229228533,11.99025728,-0.014883416,-0.364270518,-446.755841,-136.1520378,-0.019999925,0.000141739,-1.084418845,10.57447291
-0.229227072,11.99034498,-0.014883862,-0.366667409,-446.8685813,-136.1112028,-0.019999965,0.000219486,-1.084459735,10.57380094
-0.229225621,11.99043222,-0.014884354,-0.369064329,-446.9811913,-136.0700039,-0.019999954,0.000198031,-1.084282654,10.57312905
-0.229223428,11.99051915,-0.014884856,-0.371461283,-447.0937277,-136.0286051,-0.019999914,0.000250976,-1.084560652,10.57245719
-0.229220999,11.99060561,-0.014885353,-0.373858273,-447.2061498,-135.9868907,-0.019999919,0.000255594,-1.084118646,10.57178291
-0.229217589,11.99069184,-0.014885805,-0.3762553,-447.3184794,-135.9449291,-0.019999959,0.000283692,-1.084634434,10.57110963
-0.229213811,11.99077754,-0.014886212,-0.378652359,-447.4307113,-135.9027001,-0.019999961,0.000314325,-1.083928768,10.57043199
-0.22920892,11.99086307,-0.014886537,-0.381049451,-447.5428313,-135.8601768,-0.019999921,0.000317545,-1.084683819,10.56975676
-0.229203625,11.99094805,-0.014886793,-0.383446566,-447.6548706,-135.8174339,-0.019999912,0.000374157,-1.083716416,10.56907527
-0.229197167,11.99103295,-0.014886947,-0.385843703,-447.7667783,-135.7743499,-0.019999951,0.000352499,-1.084712667,10.56839736
-0.229190334,11.99111726,-0.014887027,-0.388240847,-447.8786227,-135.7310941,-0.019999967,0.000435084,-1.083485799,10.56771111
-0.229182337,11.99120155,-0.014887001,-0.390637996,-447.990315,-135.6874505,-0.019999927,0.000388565,-1.084725492,10.56702969
-0.22917403,11.9912852,-0.014886911,-0.393035132,-448.1019622,-135.6436825,-0.019999905,0.000497132,-1.08324163,10.56633823
-0.229164589,11.99136889,-0.014886721,-0.395432253,-448.2134365,-135.5994804,-0.019999946,0.000425791,-1.084727046,10.56565325
-0.229155032,11.99145185,-0.014886487,-0.397829339,-448.324884,-135.5552012,-0.019999975,0.000560362,-1.083350366,10.56495673
-0.229145903,11.99153472,-0.014886191,-0.400226394,-448.4361375,-135.5104417,-0.019999935,0.000464238,-1.084722036,10.564269
-0.229137687,11.99161682,-0.014885896,-0.402623407,-448.547383,-135.4656522,-0.019999899,0.000624841,-1.083592237,10.56357267
-0.229131092,11.99169865,-0.014885607,-0.40502039,-448.6584128,-135.4203363,-0.019999938,0.000503983,-1.084708053,10.56288604
-0.229125963,11.99177971,-0.014885382,-0.407417341,-448.7694433,-135.3750201,-0.019999978,0.000670571,-1.08382274,10.56219465
-0.229122619,11.99186043,-0.01488523,-0.409814276,-448.8802574,-135.3291663,-0.019999941,0.00054509,-1.084679849,10.56151272
-0.229120515,11.99194046,-0.014885193,-0.4122112,-448.9910614,-135.2832949,-0.019999901,0.000686996,-1.084036692,10.56082805
