Gyro.gyro_X,Gyro.gyro_Y,Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering,driver_demands.throttle
136.1004636,6.74777839,0.083707575,14.98424101,0.011822141,0.363349672,0.010000027,-0.001894262,0.637334898,10.48202242
136.2401795,6.801935672,0.083699362,14.98429538,0.011820511,0.364860655,0.009999919,-0.001866981,0.637105902,10.4825171
136.3798139,6.856304102,0.083690787,14.98435019,0.011818884,0.36637143,0.009999934,-0.001742603,0.637248936,10.48299953
136.5193665,6.910883526,0.08368245,14.9844053,0.011817274,0.367881994,0.009999976,-0.001720651,0.636755904,10.48346873
136.6588371,6.965673796,0.083673498,14.98446088,0.011815662,0.369392352,0.010000048,-0.00162418,0.637009889,10.48392737
136.7982253,7.02067475,0.083664068,14.98451674,0.011814057,0.370902496,0.010000043,-0.001556611,0.636837473,10.48437186
136.9375309,7.075886243,0.083655647,14.98457292,0.011812465,0.372412433,0.00999997,-0.001538709,0.636620427,10.48480647
137.0767535,7.131308126,0.083646953,14.98462951,0.011810877,0.373922165,0.009999303,-0.00142539,0.636765817,10.48522945
137.2158929,7.186940246,0.0836386,14.98468635,0.011809308,0.375431693,0.009998511,-0.001414333,0.636275106,10.48563985
137.3549487,7.242782453,0.083629693,14.98474362,0.01180774,0.37694102,0.009997601,-0.001326787,0.636539713,10.4860403
137.4939206,7.298834585,0.083620372,14.98480112,0.011806182,0.37845014,0.009996711,-0.001269868,0.636368198,10.48642721
137.6328083,7.355096496,0.083612117,14.98485892,0.011804641,0.379959059,0.00999584,-0.001260676,0.6361607,10.4868049
137.7716116,7.411568036,0.083603634,14.98491707,0.011803109,0.381467782,0.009995278,-0.001157859,0.636306406,10.48717153
137.9103301,7.46824905,0.083595517,14.98497545,0.011801602,0.382976308,0.009995018,-0.001157183,0.635816138,10.48752618
138.0489635,7.52513939,0.083586819,14.98503421,0.011800098,0.384484641,0.009995848,-0.001078163,0.636091526,10.48787143
138.1875115,7.582238891,0.083577696,14.98509317,0.011798607,0.385992776,0.009996866,-0.001031427,0.63592281,10.48820366
138.3259738,7.639547405,0.083569655,14.98515238,0.011797137,0.387500719,0.009998059,-0.001030478,0.635728626,10.48852725
138.4643502,7.697064782,0.083561428,14.98521191,0.011795678,0.389008474,0.009999283,-0.000937449,0.635880446,10.48884036
138.6026403,7.754790868,0.083553641,14.98527163,0.011794245,0.390516043,0.010000493,-0.000946344,0.635396922,10.48914213
138.7408437,7.812725513,0.083545329,14.98533169,0.011792819,0.392023428,0.010001611,-0.000874793,0.635688317,10.48943511
138.8789603,7.870868553,0.083536677,14.98539191,0.011791411,0.393530627,0.01000244,-0.000837023,0.635526038,10.48971571
139.0169897,7.929219839,0.083529207,14.98545234,0.011790027,0.395037646,0.010002997,-0.000843012,0.635345903,10.4899884
139.1549315,7.987779223,0.083521639,14.98551304,0.01178866,0.396544489,0.01000346,-0.000758368,0.635500252,10.49025124
139.2927856,8.046546551,0.083514558,14.98557389,0.011787325,0.39805116,0.010003911,-0.000775434,0.635017881,10.49050343
139.4305516,8.105521671,0.083506916,14.98563506,0.011786002,0.399557664,0.010004394,-0.000710049,0.635315451,10.49074741
139.5682292,8.164704419,0.083498854,14.98569634,0.011784701,0.401063994,0.0100047,-0.000679982,0.635149959,10.49097952
139.705818,8.224094646,0.083491855,14.98575781,0.011783425,0.40257016,0.010004836,-0.000691747,0.634973855,10.49120421
139.8433179,8.283692202,0.083484617,14.98581953,0.011782165,0.404076164,0.01000371,-0.000614394,0.635123991,10.49141948
139.9807284,8.343496931,0.083477713,14.98588137,0.011780934,0.405582009,0.010002285,-0.000638593,0.634637638,10.49162449
140.1180494,8.40350868,0.083470066,14.9859435,0.011779707,0.407087698,0.010000572,-0.000578522,0.634941473,10.49182164
140.2552804,8.463727281,0.083461865,14.98600573,0.011778492,0.408593225,0.009998879,-0.000555417,0.634775108,10.49200727
140.3924212,8.524152586,0.083454651,14.98606811,0.011777293,0.410098597,0.009997204,-0.000572395,0.634607887,10.49218592
140.5294715,8.58478444,0.083447179,14.9861307,0.0117761,0.411603816,0.009996009,-0.000502048,0.634760125,10.49235556
140.666431,8.645622689,0.083440077,14.98619339,0.011774927,0.413108885,0.009995275,-0.000533201,0.634276547,10.49251544
140.8032994,8.706667177,0.083432272,14.98625633,0.011773752,0.414613805,0.009996358,-0.000478508,0.634591986,10.49266797
140.9400764,8.767917738,0.083423996,14.98631934,0.011772585,0.416118572,0.009997728,-0.000462362,0.63442942,10.49280949
141.0767617,8.829374221,0.083416818,14.98638246,0.011771434,0.41762319,0.009999384,-0.000484563,0.634274025,10.49294462
141.2133549,8.891036474,0.083409503,14.98644577,0.01177029,0.419127664,0.010001072,-0.000420873,0.634430122,10.4930713
141.3498559,8.952904339,0.083402673,14.98650913,0.011769173,0.420631996,0.010002674,-0.000458486,0.633950346,10.49318883
141.4862642,9.014977663,0.083395206,14.98657272,0.011768058,0.422136189,0.010003799,-0.000408262,0.634276702,10.49329956
141.6225796,9.077256279,0.083387328,14.98663634,0.011766961,0.423640237,0.010003743,-0.000397949,0.634116906,10.49339981
141.7588019,9.139740035,0.083380595,14.98670004,0.011765887,0.425144147,0.010002482,-0.000424103,0.63397119,10.49349425
141.8949306,9.202428777,0.083373753,14.9867639,0.011764829,0.426647923,0.010000752,-0.000365775,0.634128165,10.49358075
142.0309655,9.26532235,0.083367401,14.98682779,0.011763803,0.428151567,0.009998929,-0.000408625,0.633648714,10.49365863
142.1669063,9.328420597,0.083360359,14.98689188,0.011762785,0.429655083,0.009997137,-0.000362027,0.633981415,10.49373017
142.3027527,9.391723351,0.083352842,14.98695597,0.011761786,0.431158465,0.009995632,-0.00035696,0.633820385,10.49379167
142.4385043,9.455230457,0.083346401,14.98702012,0.01176081,0.432661719,0.009994423,-0.000386818,0.633680529,10.49384779
142.574161,9.518941763,0.083339786,14.98708441,0.011759848,0.434164849,0.009995038,-0.000333897,0.63383664,10.49389637
142.7097224,9.582857109,0.083333603,14.9871487,0.011758913,0.435667857,0.009996136,-0.000382104,0.633356694,10.49393674
142.8451881,9.646976338,0.083326655,14.98721316,0.01175798,0.437170746,0.009997725,-0.000339298,0.633697858,10.49397114
142.980558,9.711299281,0.083319198,14.9872776,0.011757059,0.43867351,0.009999332,-0.000339414,0.63353898,10.49399587
143.1158317,9.775825783,0.083312828,14.98734209,0.011756154,0.440176154,0.010000958,-0.000372758,0.633409636,10.49401569
143.2510089,9.84055569,0.083306332,14.98740667,0.011755257,0.441678682,0.010002209,-0.00032453,0.633570024,10.4940284
143.3860892,9.905488841,0.083300347,14.98747123,0.011754384,0.443181097,0.010003085,-0.000377224,0.633094727,10.49403341
143.5210725,9.97062508,0.083293663,14.98753594,0.01175351,0.444683402,0.010002311,-0.00033705,0.633447491,10.49403294
143.6559584,10.03596424,0.083286556,14.98760059,0.011752649,0.44618559,0.010001316,-0.000341141,0.633293023,10.4940233
143.7907466,10.10150616,0.083280625,14.98766526,0.011751806,0.447687668,0.010000084,-0.000376794,0.633174384,10.49400929
143.9254368,10.16725068,0.083274648,14.98773,0.011750975,0.44918964,0.009998883,-0.000332309,0.63333794,10.49398869
144.0600288,10.23319766,0.08326924,14.98779469,0.011750173,0.450691509,0.009997778,-0.000388679,0.632865445,10.4939609
144.1945221,10.29934692,0.083263139,14.98785951,0.011749376,0.452193278,0.009997183,-0.000350777,0.633226999,10.49392811
144.3289166,10.36569831,0.083256607,14.98792425,0.011748597,0.453694942,0.009997682,-0.000358605,0.633074539,10.49388658
144.4632119,10.43225166,0.083251233,14.98798897,0.011747841,0.455196507,0.00999937,-0.000396537,0.632964271,10.49384115
144.5974077,10.49900682,0.083245788,14.98805375,0.011747101,0.456697977,0.010001544,-0.000355695,0.633129699,10.49378953
144.7315037,10.56596362,0.083240885,14.98811846,0.011746392,0.458199356,0.010003837,-0.000415578,0.63265904,10.49373117
144.8654997,10.63312192,0.083235231,14.98818327,0.011745689,0.459700647,0.010006162,-0.000379482,0.633028933,10.4936682
144.9993953,10.70048153,0.083229102,14.98824797,0.011745003,0.461201844,0.010008051,-0.000390264,0.632878272,10.49359688
145.1331902,10.7680423,0.083224102,14.98831265,0.011744338,0.462702954,0.01000946,-0.000429437,0.632775891,10.49352208
145.2668842,10.83580407,0.083219014,14.98837735,0.011743687,0.46420398,0.010007823,-0.000390853,0.632942251,10.49344148
145.4004769,10.90376668,0.083214451,14.98844197,0.011743063,0.465704925,0.010005332,-0.000452816,0.632472195,10.49335456
145.5339681,10.97192998,0.08320909,14.98850666,0.011742442,0.467205794,0.010002054,-0.000417247,0.632847483,10.4932634
145.6673574,11.04029379,0.083203212,14.98857124,0.011741835,0.468706578,0.009998793,-0.000429984,0.632695675,10.49316425
145.8006446,11.10885794,0.083198419,14.98863577,0.011741244,0.470207286,0.009995552,-0.00046979,0.632597461,10.49306199
145.9338293,11.17762229,0.083193491,14.9887003,0.011740663,0.471707919,0.009993034,-0.000433578,0.632761979,10.49295427
146.0669113,11.24658667,0.083189039,14.98876474,0.011740105,0.473208481,0.009991165,-0.000498009,0.632290178,10.49284055
146.1998902,11.31575091,0.083183718,14.98882924,0.011739544,0.474708974,0.009992303,-0.000463957,0.632670969,10.49272289
146.3327658,11.38511485,0.083177834,14.9888936,0.011738992,0.476209391,0.009993862,-0.000479612,0.632519848,10.49259752
146.4655378,11.45467832,0.083173023,14.9889579,0.011738453,0.477709737,0.009995898,-0.000521074,0.632429815,10.49246939
146.5982059,11.52444117,0.083168101,14.98902218,0.01173792,0.479210015,0.009997964,-0.000487734,0.632598634,10.49233613
146.7307697,11.59440322,0.083163719,14.98908634,0.011737409,0.480710229,0.009999992,-0.000554907,0.632132013,10.49219728
146.863229,11.66456432,0.083158541,14.98915055,0.011736894,0.482210379,0.010001718,-0.000521933,0.632525017,10.49205489
146.9955836,11.7349243,0.083152908,14.98921459,0.011736391,0.483710461,0.010002748,-0.000539735,0.632380486,10.49190524
147.127833,11.80548299,0.083148475,14.98927855,0.011735905,0.485210479,0.010002974,-0.000581792,0.632302568,10.49175332
147.259977,11.87624023,0.083144064,14.98934246,0.011735431,0.486710437,0.010002925,-0.000550072,0.632477,10.49159677
147.3920153,11.94719586,0.083140308,14.98940623,0.011734986,0.48821034,0.01000281,-0.00061873,0.632015445,10.49143512
147.5239477,12.01834971,0.083135819,14.98947003,0.011734547,0.489710189,0.010002727,-0.000585813,0.632417314,10.49127041
147.6557737,12.08970162,0.083130911,14.98953365,0.011734127,0.49120998,0.010002552,-0.000604876,0.632275429,10.49109886
147.7874932,12.16125142,0.08312721,14.98959715,0.011733731,0.492709719,0.010002268,-0.000646882,0.632204181,10.49092548
147.9191058,12.23299894,0.083123503,14.98966061,0.011733354,0.49420941,0.010001255,-0.000616325,0.632378357,10.49074783
148.0506112,12.30494403,0.083120392,14.9897239,0.01173301,0.495709056,0.010000027,-0.000686101,0.631915661,10.49056546
148.1820092,12.37708652,0.083116436,14.98978721,0.011732671,0.497208662,0.009998623,-0.000653103,0.6323192,10.49038031
148.3132994,12.44942623,0.083111932,14.98985032,0.011732351,0.49870822,0.009997236,-0.000673334,0.632172999,10.49018857
148.4444816,12.52196301,0.083108491,14.98991331,0.011732048,0.500207736,0.00999587,-0.000715338,0.632101173,10.48999526
148.5755554,12.59469668,0.083104893,14.98997625,0.011731756,0.501707214,0.009994925,-0.000686127,0.632269352,10.48979786
148.7065206,12.66762708,0.083101741,14.99003901,0.011731486,0.503206656,0.009994341,-0.000757269,0.631800584,10.48959591
148.8373768,12.74075404,0.083097582,14.99010179,0.011731209,0.504706065,0.009995531,-0.000724595,0.63220427,10.48939133
148.9681238,12.81407739,0.083092751,14.99016436,0.011730935,0.506205431,0.009996964,-0.00074631,0.632054494,10.48918029
149.0987613,12.88759695,0.083088904,14.99022681,0.011730666,0.507704759,0.009998688,-0.000788612,0.631985884,10.48896786
149.229289,12.96131257,0.083084878,14.99028919,0.011730394,0.509204053,0.010000442,-0.000760716,0.632154653,10.48875152
149.3597066,13.03522408,0.083081334,14.99035139,0.011730133,0.510703312,0.010002153,-0.000833059,0.631687634,10.48853089
149.4900138,13.1093313,0.083076847,14.99041358,0.011729858,0.512202539,0.010003495,-0.00080014,0.632099425,10.4883079
149.6202103,13.18363405,0.083071801,14.99047555,0.011729582,0.513701724,0.010004027,-0.000822576,0.631953265,10.48807877
149.7502958,13.25813217,0.083067884,14.99053738,0.011729311,0.515200873,0.010003578,-0.000864267,0.631892993,10.48784864
149.88027,13.33282549,0.083063941,14.99059912,0.01172904,0.516699989,0.010002799,-0.00083672,0.632064583,10.48761498
150.0101327,13.40771385,0.083060621,14.99066067,0.011728787,0.518199072,0.010001935,-0.000909335,0.631599997,10.48737745
150.1398836,13.48279707,0.083056452,14.9907222,0.011728529,0.519698126,0.010001104,-0.000875551,0.632017213,10.48713793
150.2695223,13.55807497,0.083051789,14.99078349,0.01172828,0.521197142,0.010000364,-0.000898251,0.631871873,10.48689262
150.3990485,13.63354739,0.08304829,14.99084462,0.011728044,0.522696125,0.009999737,-0.00093916,0.631816477,10.48664665
150.528462,13.70921415,0.083044775,14.99090566,0.011727819,0.524195078,0.009999662,-0.000911999,0.631989042,10.48639745
150.6577625,13.78507508,0.083041875,14.99096649,0.011727618,0.525694005,0.009999764,-0.000985005,0.631525668,10.48614467
150.7869497,13.86113002,0.083038094,14.99102729,0.011727417,0.527192906,0.010000047,-0.00095059,0.631950011,10.48589018
150.9160233,13.93737878,0.083033804,14.99108784,0.011727228,0.528691775,0.010000347,-0.000973698,0.631808139,10.48563015
151.044983,14.01382119,0.083030686,14.99114823,0.011727054,0.530190617,0.010000668,-0.001013941,0.631761437,10.48536978
151.1738286,14.09045708,0.083027582,14.99120849,0.01172689,0.531689435,0.010000803,-0.000987096,0.63193865,10.48510649
151.3025596,14.16728628,0.083025145,14.99126854,0.01172675,0.533188233,0.010000767,-0.001060365,0.631479878,10.48483997
151.4311759,14.24430862,0.083021865,14.99132855,0.01172661,0.534687013,0.009999785,-0.001025117,0.631911353,10.48457207
151.5596771,14.32152391,0.083018114,14.99138829,0.011726481,0.536185768,0.009998697,-0.001048398,0.631771417,10.48429897
151.688063,14.39893198,0.083015556,14.99144786,0.011726367,0.537684504,0.009997477,-0.001087793,0.631728622,10.48402587
151.8163333,14.47653266,0.083013005,14.9915073,0.011726262,0.539183225,0.009996286,-0.001061179,0.631903682,10.48375015
151.9444876,14.55432579,0.083011072,14.99156651,0.011726182,0.540681934,0.009995169,-0.001134696,0.631441684,10.48347145
152.0725257,14.63231117,0.083008194,14.99162567,0.011726098,0.542180634,0.009994598,-0.001098869,0.631872337,10.48319157
152.2004473,14.71048864,0.083004719,14.99168457,0.011726023,0.543679318,0.009995055,-0.001122609,0.631727849,10.48290665
152.3282522,14.78885801,0.0830023,14.99174328,0.011725958,0.545177989,0.009996817,-0.001161568,0.631684518,10.48262186
152.4559399,14.86741911,0.082999759,14.99180187,0.011725895,0.546676651,0.009999051,-0.001135458,0.6318567,10.48233455
152.5835103,14.94617176,0.082997729,14.99186022,0.01172585,0.548175306,0.010001428,-0.001209425,0.631392545,10.48204439
152.710963,15.0251158,0.082994665,14.99191853,0.011725792,0.549673957,0.010003839,-0.001172876,0.631826867,10.48175317
152.8382978,15.10425103,0.082990966,14.99197656,0.011725736,0.551172593,0.010005995,-0.001196636,0.631682989,10.48145706
152.9655144,15.18357727,0.082988334,14.9920344,0.011725682,0.55267122,0.010007825,-0.001234431,0.631644734,10.48116128
153.0926125,15.26309436,0.082985628,14.9920921,0.011725627,0.55416984,0.010007779,-0.001207749,0.631818573,10.48086322
153.2195917,15.34280211,0.082983507,14.99214956,0.011725586,0.555668455,0.010007117,-0.001281002,0.631356193,10.48056257
153.3464518,15.42270035,0.082980421,14.99220696,0.011725533,0.557167067,0.010005935,-0.001242608,0.631794821,10.48026113
153.4731926,15.50278888,0.082976769,14.99226408,0.011725482,0.558665667,0.010004769,-0.001265415,0.631651549,10.47995506
153.5998137,15.58306753,0.082974243,14.992321,0.011725438,0.56016426,0.010003624,-0.001301345,0.631616604,10.47964961
153.7263149,15.66353613,0.082971687,14.99237777,0.011725397,0.561662849,0.010002404,-0.001273819,0.631789934,10.47934211
153.8526958,15.74419449,0.082969739,14.99243429,0.011725375,0.563161435,0.010001109,-0.001346277,0.631326845,10.47903228
153.9789562,15.82504243,0.082966814,14.99249075,0.011725345,0.564660021,0.009999358,-0.001306402,0.631767653,10.47872186
154.1050958,15.90607977,0.082963304,14.99254692,0.011725322,0.566158597,0.009997563,-0.0013287,0.631623384,10.478407
154.2311143,15.98730633,0.082960898,14.99260288,0.011725308,0.567657169,0.009995712,-0.001363397,0.631590623,10.47809297
154.3570114,16.06872192,0.082958437,14.9926587,0.011725298,0.569155739,0.00999389,-0.001335717,0.631763119,10.47777706
154.4827868,16.15032637,0.082956564,14.99271426,0.011725307,0.570654308,0.009992151,-0.001408107,0.631299283,10.47745901
154.6084403,16.23211949,0.082953686,14.99276975,0.011725308,0.572152879,0.009991087,-0.001367622,0.631742861,10.47714054
154.7339716,16.31410109,0.08295021,14.99282494,0.011725313,0.573651443,0.009991266,-0.001390261,0.631598659,10.4768178
154.8593804,16.39627099,0.082947838,14.99287993,0.011725324,0.575150004,0.009993084,-0.001424633,0.631569508,10.47649608
154.9846663,16.47862901,0.082945429,14.99293476,0.011725337,0.576648565,0.009995473,-0.001397488,0.631743453,10.47617268
155.1098291,16.56117497,0.082943641,14.99298933,0.011725366,0.578147128,0.009998043,-0.001470393,0.631281448,10.47584735
155.2348686,16.64390868,0.08294088,14.99304382,0.011725385,0.579645694,0.010000647,-0.001429427,0.631730833,10.47552181
155.3597845,16.72682994,0.082937572,14.99309801,0.011725407,0.581144255,0.010002966,-0.001452185,0.631589767,10.47519222
155.4845764,16.80993858,0.082935432,14.99315199,0.011725436,0.582642816,0.010004906,-0.001485633,0.631566901,10.47486391
155.609244,16.89323442,0.082933326,14.99320579,0.011725469,0.58414138,0.010004741,-0.001458,0.63174422,10.47453417
155.7337872,16.97671727,0.08293191,14.99325933,0.011725521,0.58563995,0.010003854,-0.001530279,0.631285473,10.47420276
155.8582056,17.06038694,0.082929568,14.99331278,0.011725566,0.587138528,0.010002367,-0.001487704,0.631740062,10.47387141
155.9824989,17.14424324,0.082926715,14.99336593,0.011725619,0.588637105,0.010000897,-0.001509619,0.631601098,10.47353626
156.1066668,17.22828599,0.082925052,14.99341885,0.011725683,0.590135687,0.009999447,-0.001541481,0.631582248,10.47320263
156.2307092,17.312515,0.082923424,14.99347159,0.011725755,0.591634278,0.009998409,-0.001513184,0.631759749,10.47286779
156.3546256,17.39693009,0.082922463,14.99352407,0.01172585,0.593132881,0.009997689,-0.001584868,0.631300486,10.4725315
156.4784158,17.48153106,0.082920522,14.99357645,0.01172594,0.594631497,0.009998825,-0.001541178,0.631754548,10.47219543
156.6020795,17.56631773,0.08291799,14.99362853,0.011726039,0.596130119,0.010000191,-0.001562735,0.631611352,10.4718557
156.7256164,17.65128991,0.082916541,14.99368038,0.011726148,0.597628752,0.010001866,-0.00159356,0.631588588,10.47151763
156.8490263,17.73644741,0.082914996,14.99373206,0.011726259,0.599127398,0.01000357,-0.001564846,0.631757853,10.4711784
156.9723089,17.82179004,0.082913961,14.99378348,0.011726388,0.60062606,0.010005221,-0.001636048,0.631289493,10.47083776
157.0954639,17.90731761,0.082911762,14.99383481,0.011726503,0.602124738,0.010006241,-0.001590919,0.631736429,10.47049732
157.218491,17.99302993,0.082908793,14.99388584,0.011726614,0.603623422,0.010006042,-0.00161161,0.631584792,10.47015316
157.3413899,18.0789268,0.08290675,14.99393665,0.011726723,0.605122117,0.010004182,-0.001640723,0.631557625,10.4698106
157.4641604,18.16500803,0.082904496,14.9939873,0.01172682,0.606620823,0.010001799,-0.001610936,0.631723685,10.46946684
157.5868022,18.25127343,0.082902704,14.99403768,0.011726921,0.60811954,0.00999925,-0.001681065,0.631254062,10.46912166
157.709315,18.33772281,0.082899761,14.99408798,0.011726997,0.609618269,0.009996736,-0.001634392,0.63170689,10.46877673
157.8316985,18.42435597,0.082896148,14.99413797,0.011727061,0.611116999,0.009994547,-0.001654386,0.631560285,10.46842819
157.9539524,18.51117271,0.082893639,14.99418774,0.011727118,0.612615733,0.009992804,-0.001682403,0.631542309,10.46808146
158.0760766,18.59817285,0.082891148,14.99423732,0.011727166,0.614114473,0.009993303,-0.001652495,0.631715746,10.46773381
158.1980706,18.68535619,0.082889374,14.99428664,0.011727223,0.615613221,0.009994599,-0.001722626,0.63125365,10.46738508
158.3199342,18.77272254,0.08288669,14.99433585,0.011727265,0.617111977,0.009996599,-0.001675503,0.631714105,10.46703696
158.4416671,18.86027169,0.082883546,14.99438475,0.011727311,0.618610734,0.009998613,-0.001695645,0.631572249,10.46668557
158.5632692,18.94800345,0.082881664,14.99443341,0.011727366,0.620109494,0.01000065,-0.001723147,0.631559337,10.46633635
158.68474,19.03591764,0.082879899,14.99448189,0.011727429,0.621608263,0.010002319,-0.0016931,0.631734433,10.46598649
158.8060792,19.12401406,0.082878886,14.99453009,0.011727518,0.623107043,0.010003691,-0.001762983,0.63127315,10.46563579
158.9272868,19.21229251,0.082876933,14.99457819,0.011727606,0.624605835,0.010003176,-0.001714698,0.631734757,10.46528589
159.0483622,19.30075279,0.08287445,14.99462596,0.011727708,0.626104632,0.010002458,-0.0017342,0.631591686,10.46493288
159.1693054,19.3893947,0.082873126,14.99467351,0.011727824,0.627603439,0.010001456,-0.001760364,0.631578608,10.46458216
159.290116,19.47821805,0.0828718,14.99472087,0.01172795,0.629102259,0.010000482,-0.001729564,0.63175112,10.46423087
159.4107936,19.56722264,0.0828711,14.99476795,0.011728099,0.630601094,0.009999534,-0.001798701,0.631286901,10.46387883
159.5313381,19.65640828,0.082869327,14.99481494,0.01172824,0.632099948,0.009998763,-0.001749241,0.631746707,10.46352762
159.6517492,19.74577476,0.082866901,14.99486161,0.011728384,0.63359881,0.009998266,-0.001768204,0.631600002,10.46317334
159.7720266,19.83532188,0.082865528,14.99490805,0.011728533,0.635097684,0.009998152,-0.001793368,0.631584764,10.46282137
159.8921701,19.92504944,0.082864062,14.99495431,0.011728678,0.636596575,0.009998182,-0.001762207,0.631753463,10.46246887
160.0121793,20.01495725,0.08286315,14.9950003,0.011728833,0.638095484,0.009998264,-0.00183101,0.631285487,10.46211563
160.1320539,20.10504511,0.082861103,14.99504619,0.011728969,0.639594411,0.00999838,-0.001780722,0.631743254,10.46176326
160.2517938,20.1953128,0.082858362,14.99509177,0.011729098,0.641093346,0.00999857,-0.001799391,0.631593208,10.46140784
160.3713986,20.28576013,0.08285665,14.99513712,0.011729222,0.642592294,0.009998866,-0.001823733,0.631576509,10.46105479
160.490868,20.3763869,0.082854838,14.99518229,0.011729335,0.644091256,0.009999614,-0.001792255,0.631742843,10.46070124
160.6102019,20.4671929,0.082853587,14.99522719,0.011729455,0.645590234,0.010000529,-0.001860727,0.631272913,10.46034702
160.7293999,20.55817794,0.082851217,14.995272,0.011729552,0.647089227,0.010001608,-0.001809529,0.631731203,10.45999374
160.8484617,20.6493418,0.082848183,14.99531649,0.011729643,0.648588226,0.010002703,-0.001827744,0.631580806,10.45963748
160.9673871,20.74068428,0.082846225,14.99536075,0.011729729,0.650087234,0.01000382,-0.001851058,0.631565957,10.4592837
161.0861758,20.83220519,0.082844228,14.99540483,0.01172981,0.651586252,0.010004739,-0.001818912,0.631733613,10.45892954
161.2048275,20.9239043,0.082842861,14.99544864,0.0117299,0.653085282,0.010005496,-0.001886657,0.631265508,10.45857486
161.323342,21.01578144,0.082840448,14.99549236,0.011729975,0.654584326,0.010005173,-0.001834084,0.631728025,10.45822125
161.4417191,21.10783637,0.082837452,14.99553575,0.011730049,0.656083372,0.01000474,-0.001851371,0.631581026,10.45786484
161.5599583,21.20006889,0.082835621,14.99557892,0.011730127,0.657582424,0.010004152,-0.001873235,0.63157156,10.45751109
161.6780595,21.29247881,0.082833841,14.9956219,0.011730206,0.659081487,0.010003592,-0.001840118,0.631743884,10.45715715
161.7960224,21.38506591,0.082832785,14.99566459,0.011730303,0.660580561,0.010003016,-0.001906905,0.631280673,10.45680289
161.9138467,21.47783,0.082830765,14.9957072,0.011730393,0.662079649,0.01000214,-0.001853013,0.631748548,10.45644993
162.0315321,21.57077086,0.082828236,14.99574947,0.01173049,0.663578741,0.010000683,-0.001869489,0.631604843,10.45609437
162.1490785,21.66388828,0.082826922,14.99579151,0.011730597,0.665077843,0.009998396,-0.00189018,0.631598103,10.45574167
162.2664854,21.75718205,0.082825681,14.99583336,0.011730711,0.666576959,0.009995867,-0.001856508,0.631769366,10.45538898
162.3837527,21.85065199,0.08282514,14.99587493,0.011730848,0.66807609,0.009993257,-0.001922828,0.631303663,10.45503612
162.5008801,21.94429786,0.08282356,14.99591641,0.011730979,0.669575239,0.009990683,-0.001868377,0.631766434,10.45468464
162.6178673,22.03811947,0.082821347,14.99595757,0.011731116,0.671074398,0.009988579,-0.001884914,0.631616089,10.4543306
162.734714,22.13211659,0.082820187,14.9959985,0.011731259,0.67257357,0.009987152,-0.001905527,0.63160289,10.45397941
162.85142,22.22628903,0.082818918,14.99603925,0.011731402,0.674072758,0.009989053,-0.001872499,0.631767967,10.45362815
162.967985,22.32063657,0.082818174,14.99607973,0.011731558,0.675571964,0.00999219,-0.00193957,0.631296738,10.45327663
163.0844088,22.41515901,0.082816241,14.99612012,0.011731695,0.677071189,0.009996385,-0.001885527,0.631759331,10.4529264
163.200691,22.50985612,0.082813586,14.9961602,0.011731826,0.678570422,0.010000595,-0.001902722,0.631609525,10.45257354
163.3168315,22.6047277,0.08281197,14.99620006,0.011731952,0.680069666,0.010004827,-0.00192339,0.631600807,10.45222354
163.4328299,22.69977352,0.082810306,14.99623973,0.011732068,0.681568925,0.010008308,-0.001890276,0.631770842,10.45187353
163.548686,22.7949934,0.082809291,14.99627913,0.01173219,0.683068199,0.010011213,-0.001957022,0.631305298,10.4515234
163.6643995,22.8903871,0.082807249,14.99631843,0.011732292,0.68456749,0.010010273,-0.001901614,0.63177308,10.45117476
163.7799702,22.98595442,0.082804654,14.99635742,0.011732391,0.686066788,0.010008919,-0.001917656,0.631626356,10.45082372
163.8953978,23.08169513,0.082803243,14.99639617,0.011732491,0.687566098,0.010006967,-0.001936576,0.631618803,10.45047577
164.010682,23.17760903,0.082801881,14.99643474,0.01173259,0.689065422,0.010005044,-0.00190207,0.631786417,10.450128
164.1258226,23.27369592,0.082801197,14.99647304,0.011732705,0.690564762,0.010003148,-0.001967448,0.631317038,10.44978027
164.2408193,23.36995556,0.082799443,14.99651125,0.011732811,0.69206412,0.010001478,-0.00191061,0.631779372,10.4494341
164.3556719,23.46638775,0.082797035,14.99654914,0.01173292,0.693563486,0.010000158,-0.001925722,0.631626554,10.44908554
164.47038,23.56299226,0.08279567,14.99658682,0.011733034,0.695062864,0.009999347,-0.001943584,0.631613612,10.44874002
164.5849434,23.65976888,0.082794201,14.99662432,0.011733148,0.696562256,0.009998715,-0.001908571,0.631776669,10.44839462
164.699362,23.7567174,0.082793272,14.99666155,0.011733276,0.698061663,0.009998149,-0.001973531,0.631303553,10.44804918
164.8136353,23.85383761,0.082791163,14.99669871,0.011733387,0.699561086,0.009997618,-0.001916131,0.63176525,10.44770523
164.9277631,23.95112926,0.082788341,14.99673555,0.011733494,0.701060514,0.009997132,-0.001931059,0.631612117,10.44735886
165.0417453,24.04859216,0.082786561,14.99677218,0.011733598,0.70255995,0.009996712,-0.001948498,0.631600916,10.44701555
